Date,EIS
2008-12-19,23.727787017822266
2008-12-22,22.14257049560547
2008-12-23,21.63041114807129
2008-12-24,21.25404167175293
2008-12-26,21.58613395690918
2008-12-29,21.165481567382812
2008-12-30,22.301977157592773
2008-12-31,22.508623123168945
2009-01-02,23.755815505981445
2009-01-05,23.121143341064453
2009-01-06,23.873897552490234
2009-01-07,23.59345817565918
2009-01-08,23.659879684448242
2009-01-09,23.39420509338379
2009-01-12,23.379440307617188
2009-01-13,23.50490379333496
2009-01-14,22.597171783447266
2009-01-15,23.106386184692383
2009-01-16,23.39420509338379
2009-01-20,22.597171783447266
2009-01-21,23.209707260131836
2009-01-22,22.272459030151367
2009-01-23,22.132246017456055
2009-01-26,22.545513153076172
2009-01-27,22.71525001525879
2009-01-28,23.0990047454834
2009-01-29,22.530757904052734
2009-01-30,22.235567092895508
2009-02-02,22.464338302612305
2009-02-03,23.09162712097168
2009-02-04,23.25398063659668
2009-02-05,23.84437370300293
2009-02-06,24.139568328857422
2009-02-09,24.56760597229004
2009-02-10,23.888654708862305
2009-02-11,24.228118896484375
2009-02-12,23.78533172607422
2009-02-13,24.11005210876465
2009-02-17,23.578704833984375
2009-02-18,23.66725730895996
2009-02-19,23.571317672729492
2009-02-20,23.33515739440918
2009-02-23,22.464338302612305
2009-02-24,22.973548889160156
2009-02-25,22.877613067626953
2009-02-26,22.368396759033203
2009-02-27,22.523374557495117
2009-03-02,21.468053817749023
2009-03-03,21.65993309020996
2009-03-04,22.803810119628906
2009-03-05,21.770631790161133
2009-03-06,21.667312622070312
2009-03-09,21.32045555114746
2009-03-10,22.006784439086914
2009-03-11,22.10272216796875
2009-03-12,22.65621566772461
2009-03-13,22.877613067626953
2009-03-16,22.84071159362793
2009-03-17,23.31302833557129
2009-03-18,23.50490379333496
2009-03-19,23.172805786132812
2009-03-20,23.209707260131836
2009-03-23,24.41262435913086
2009-03-24,24.279781341552734
2009-03-25,24.37572479248047
2009-03-26,25.268693923950195
2009-03-27,24.715198516845703
2009-03-30,23.78533172607422
2009-03-31,24.471656799316406
2009-04-01,24.862796783447266
2009-04-02,25.408906936645508
2009-04-03,25.453189849853516
2009-04-06,25.822181701660156
2009-04-07,25.394145965576172
2009-04-08,25.829559326171875
2009-04-09,26.574928283691406
2009-04-13,26.523277282714844
2009-04-14,26.095232009887695
2009-04-15,26.11737823486328
2009-04-16,26.951305389404297
2009-04-17,27.03247833251953
2009-04-20,25.372011184692383
2009-04-21,25.81480598449707
2009-04-22,25.4458065032959
2009-04-23,25.851699829101562
2009-04-24,26.368288040161133
2009-04-27,26.169038772583008
2009-04-28,26.24283790588379
2009-04-29,26.456850051879883
2009-04-30,26.552785873413086
2009-05-01,26.936538696289062
2009-05-04,27.711435317993164
2009-05-05,27.711435317993164
2009-05-06,27.93282699584961
2009-05-07,27.55644989013672
2009-05-08,28.132081985473633
2009-05-11,28.353471755981445
2009-05-12,28.25016212463379
2009-05-13,27.42361831665039
2009-05-14,27.80736541748047
2009-05-15,27.57120704650879
2009-05-18,28.161598205566406
2009-05-19,28.8110408782959
2009-05-20,29.51211929321289
2009-05-21,29.416173934936523
2009-05-22,29.98442840576172
2009-05-26,30.22795867919922
2009-05-27,29.770414352416992
2009-05-28,29.755657196044922
2009-05-29,30.2353515625
2009-06-01,31.541574478149414
2009-06-02,31.504676818847656
2009-06-03,30.619102478027344
2009-06-04,31.246395111083984
2009-06-05,30.96595573425293
2009-06-08,30.70028305053711
2009-06-09,31.467775344848633
2009-06-10,31.12831687927246
2009-06-11,31.47517204284668
2009-06-12,31.298057556152344
2009-06-15,30.050846099853516
2009-06-16,30.06561279296875
2009-06-17,29.49736213684082
2009-06-18,29.49736213684082
2009-06-19,29.556392669677734
2009-06-22,29.12099266052246
2009-06-23,29.444849014282227
2009-06-24,30.269363403320312
2009-06-25,30.068803787231445
2009-06-26,30.306507110595703
2009-06-29,31.071605682373047
2009-06-30,30.685346603393555
2009-07-01,31.680700302124023
2009-07-02,30.722476959228516
2009-07-06,30.19508171081543
2009-07-07,29.935100555419922
2009-07-08,29.845966339111328
2009-07-09,29.749404907226562
2009-07-10,29.48941993713379
2009-07-13,30.009389877319336
2009-07-14,30.202512741088867
2009-07-15,31.457841873168945
2009-07-16,31.621267318725586
2009-07-17,31.353858947753906
2009-07-20,31.888675689697266
2009-07-21,32.208091735839844
2009-07-22,32.170955657958984
2009-07-23,33.181156158447266
2009-07-24,33.09946823120117
2009-07-27,33.998252868652344
2009-07-28,34.83761978149414
2009-07-29,34.8747673034668
2009-07-30,35.112464904785156
2009-07-31,35.13474655151367
2009-08-03,36.09297561645508
2009-08-04,35.00847244262695
2009-08-05,34.9713249206543
2009-08-06,34.666778564453125
2009-08-07,35.30558776855469
2009-08-10,34.5330810546875
2009-08-11,34.3250846862793
2009-08-12,34.778202056884766
2009-08-13,35.35015869140625
2009-08-14,35.14217758178711
2009-08-17,33.92396926879883
2009-08-18,34.414222717285156
2009-08-19,34.629642486572266
2009-08-20,35.127315521240234
2009-08-21,35.41701889038086
2009-08-24,35.93698501586914
2009-08-25,36.44950485229492
2009-08-26,36.0706901550293
2009-08-27,35.5210075378418
2009-08-28,35.40215301513672
2009-08-31,34.77077102661133
2009-09-01,34.867332458496094
2009-09-02,34.79305648803711
2009-09-03,35.29073715209961
2009-09-04,36.01868438720703
2009-09-08,35.342750549316406
2009-09-09,35.758705139160156
2009-09-10,35.46158981323242
2009-09-11,35.4838752746582
2009-09-14,34.62221145629883
2009-09-15,34.830196380615234
2009-09-16,35.7735595703125
2009-09-17,35.43186950683594
2009-09-18,35.922122955322266
2009-09-21,35.78841018676758
2009-09-22,35.88499069213867
2009-09-23,35.55072021484375
2009-09-24,35.84040832519531
2009-09-25,35.65471267700195
2009-09-28,36.211814880371094
2009-09-29,36.53864288330078
2009-09-30,36.330665588378906
2009-10-01,35.75127410888672
2009-10-02,35.758705139160156
2009-10-05,36.456939697265625
2009-10-06,37.22203063964844
2009-10-07,36.98434829711914
2009-10-08,37.32602310180664
2009-10-09,37.25174331665039
2009-10-12,37.4671630859375
2009-10-13,37.4151611328125
2009-10-14,38.18767166137695
2009-10-15,37.823699951171875
2009-10-16,37.749420166015625
2009-10-19,38.17281723022461
2009-10-20,38.128257751464844
2009-10-21,37.72713851928711
2009-10-22,38.648223876953125
2009-10-23,38.12082290649414
2009-10-26,38.08369445800781
2009-10-27,38.1653938293457
2009-10-28,36.768924713134766
2009-10-29,37.452293395996094
2009-10-30,36.635215759277344
2009-11-02,36.672367095947266
2009-11-03,36.10039520263672
2009-11-04,36.55350875854492
2009-11-05,37.3705940246582
2009-11-06,37.586002349853516
2009-11-09,38.72249984741211
2009-11-10,38.224822998046875
2009-11-11,38.551658630371094
2009-11-12,37.94998550415039
2009-11-13,38.29909133911133
2009-11-16,39.0567626953125
2009-11-17,39.06420135498047
2009-11-18,39.041908264160156
2009-11-19,38.611087799072266
2009-11-20,38.3139533996582
2009-11-23,39.264747619628906
2009-11-24,39.33903503417969
2009-11-25,39.5989990234375
2009-11-27,38.44023513793945
2009-11-30,38.74478530883789
2009-12-01,39.56186294555664
2009-12-02,39.755001068115234
2009-12-03,39.8069953918457
2009-12-04,39.73271560668945
2009-12-07,40.00756072998047
2009-12-08,39.43559646606445
2009-12-09,39.71043395996094
2009-12-10,40.24525833129883
2009-12-11,40.17839813232422
2009-12-14,40.386390686035156
2009-12-15,39.896141052246094
2009-12-16,40.1486930847168
2009-12-17,39.22761154174805
2009-12-18,39.52473831176758
2009-12-21,40.02241134643555
2009-12-22,40.668216705322266
2009-12-23,40.54071044921875
2009-12-24,40.99073791503906
2009-12-28,41.14825439453125
2009-12-29,40.69072341918945
2009-12-30,40.87824249267578
2009-12-31,40.80323028564453
2010-01-04,42.42335891723633
2010-01-05,42.61837387084961
2010-01-06,42.888397216796875
2010-01-07,42.75338363647461
2010-01-08,43.41343307495117
2010-01-11,43.225921630859375
2010-01-12,42.145835876464844
2010-01-13,42.670875549316406
2010-01-14,42.52835464477539
2010-01-15,42.38585662841797
2010-01-19,43.10591125488281
2010-01-20,42.22084426879883
2010-01-21,41.44826889038086
2010-01-22,41.178260803222656
2010-01-25,41.515785217285156
2010-01-26,41.15575408935547
2010-01-27,41.0882568359375
2010-01-28,41.1407470703125
2010-01-29,40.503196716308594
2010-02-01,40.93072509765625
2010-02-02,41.91332244873047
2010-02-03,41.75579833984375
2010-02-04,40.638214111328125
2010-02-05,40.31568145751953
2010-02-08,40.495704650878906
2010-02-09,40.58570861816406
2010-02-10,40.503196716308594
2010-02-11,41.53077697753906
2010-02-12,41.26826095581055
2010-02-16,42.168338775634766
2010-02-17,41.95832443237305
2010-02-18,41.91332244873047
2010-02-19,42.093326568603516
2010-02-22,42.18334197998047
2010-02-23,41.70329666137695
2010-02-24,41.99583053588867
2010-02-25,41.77080154418945
2010-02-26,41.935821533203125
2010-03-01,42.29584503173828
2010-03-02,42.603370666503906
2010-03-03,42.43085861206055
2010-03-04,42.93339920043945
2010-03-05,43.46593475341797
2010-03-08,43.07591247558594
2010-03-09,42.9933967590332
2010-03-10,43.36843490600586
2010-03-11,43.825965881347656
2010-03-12,43.85596466064453
2010-03-15,43.555938720703125
2010-03-16,43.78096008300781
2010-03-17,43.945980072021484
2010-03-18,43.8709716796875
2010-03-19,43.6159553527832
2010-03-22,43.6834602355957
2010-03-23,44.1409912109375
2010-03-24,43.97597885131836
2010-03-25,43.97597885131836
2010-03-26,44.13347625732422
2010-03-29,44.70353698730469
2010-03-30,44.373504638671875
2010-03-31,44.148494720458984
2010-04-01,44.35100173950195
2010-04-05,44.9660530090332
2010-04-06,44.928550720214844
2010-04-07,44.10348892211914
2010-04-08,43.7209587097168
2010-04-09,44.02847671508789
2010-04-12,44.26099395751953
2010-04-13,44.16348648071289
2010-04-14,44.25349807739258
2010-04-15,43.90847396850586
2010-04-16,43.293418884277344
2010-04-19,43.03839874267578
2010-04-20,43.37592697143555
2010-04-21,42.948387145996094
2010-04-22,43.06840896606445
2010-04-23,43.48844528198242
2010-04-26,43.14340591430664
2010-04-27,42.29584503173828
2010-04-28,41.91332244873047
2010-04-29,41.62828826904297
2010-04-30,41.26076126098633
2010-05-03,42.02582550048828
2010-05-04,40.480709075927734
2010-05-05,40.0456657409668
2010-05-06,38.27552795410156
2010-05-07,37.87049102783203
2010-05-10,40.84823226928711
2010-05-11,40.503196716308594
2010-05-12,40.72822570800781
2010-05-13,39.80564880371094
2010-05-14,38.9805793762207
2010-05-17,39.19059371948242
2010-05-18,38.58305358886719
2010-05-19,38.133018493652344
2010-05-20,37.307945251464844
2010-05-21,37.300437927246094
2010-05-24,37.757999420166016
2010-05-25,37.750484466552734
2010-05-26,36.955421447753906
2010-05-27,38.16301727294922
2010-05-28,37.840492248535156
2010-06-01,36.205360412597656
2010-06-02,37.09793472290039
2010-06-03,37.22544860839844
2010-06-04,36.100345611572266
2010-06-07,35.48529815673828
2010-06-08,35.912837982177734
2010-06-09,35.942848205566406
2010-06-10,36.8204231262207
2010-06-11,36.88792037963867
2010-06-14,37.172950744628906
2010-06-15,37.87049102783203
2010-06-16,37.42795944213867
2010-06-17,37.50295639038086
2010-06-18,37.472965240478516
2010-06-21,37.877994537353516
2010-06-22,37.300437927246094
2010-06-23,36.979915618896484
2010-06-24,36.22256851196289
2010-06-25,36.5285758972168
2010-06-28,36.299072265625
2010-06-29,35.013885498046875
2010-06-30,34.86087417602539
2010-07-01,34.96797561645508
2010-07-02,34.87617492675781
2010-07-06,36.153724670410156
2010-07-07,36.979915618896484
2010-07-08,36.65861892700195
2010-07-09,36.89577102661133
2010-07-12,37.24766159057617
2010-07-13,37.836708068847656
2010-07-14,37.65311050415039
2010-07-15,37.676063537597656
2010-07-16,36.78866195678711
2010-07-19,36.90340805053711
2010-07-20,37.06407165527344
2010-07-21,36.849857330322266
2010-07-22,37.683712005615234
2010-07-23,37.163516998291016
2010-07-26,37.43126678466797
2010-07-27,37.1941032409668
2010-07-28,36.8728141784668
2010-07-29,36.99522018432617
2010-07-30,37.03346252441406
2010-08-02,38.731773376464844
2010-08-03,38.28805923461914
2010-08-04,38.49460983276367
2010-08-05,38.62466049194336
2010-08-06,38.51755905151367
2010-08-09,39.10660171508789
2010-08-10,38.777652740478516
2010-08-11,37.790802001953125
2010-08-12,38.173309326171875
2010-08-13,37.96676254272461
2010-08-16,38.23450469970703
2010-08-17,38.74706268310547
2010-08-18,38.731773376464844
2010-08-19,38.158016204833984
2010-08-20,38.08915710449219
2010-08-23,38.08915710449219
2010-08-24,37.676063537597656
2010-08-25,37.660770416259766
2010-08-26,37.492462158203125
2010-08-27,37.78315734863281
2010-08-30,37.607215881347656
2010-08-31,37.836708068847656
2010-09-01,38.70879364013672
2010-09-02,38.76235580444336
2010-09-03,39.114253997802734
2010-09-07,39.389644622802734
2010-09-08,39.71094512939453
2010-09-09,39.82570266723633
2010-09-10,39.87160110473633
2010-09-13,40.00930404663086
2010-09-14,40.12405014038086
2010-09-15,40.0858039855957
2010-09-16,39.818050384521484
2010-09-17,39.879249572753906
2010-09-20,41.225643157958984
2010-09-21,41.84528732299805
2010-09-22,41.76878356933594
2010-09-23,41.370994567871094
2010-09-24,42.090087890625
2010-09-27,41.61579513549805
2010-09-28,42.021240234375
2010-09-29,41.97533416748047
2010-09-30,42.00593948364258
2010-10-01,42.28132629394531
2010-10-04,42.273677825927734
2010-10-05,43.30644607543945
2010-10-06,42.939231872558594
2010-10-07,42.26603317260742
2010-10-08,42.28132629394531
2010-10-11,43.1075325012207
2010-10-12,43.41353225708008
2010-10-13,44.05612564086914
2010-10-14,44.21677017211914
2010-10-15,44.40037155151367
2010-10-18,44.155574798583984
2010-10-19,43.482383728027344
2010-10-20,43.91078186035156
2010-10-21,43.92608642578125
2010-10-22,43.83427810668945
2010-10-25,44.04847717285156
2010-10-26,43.405887603759766
2010-10-27,43.3140754699707
2010-10-28,43.620086669921875
2010-10-29,43.58183288574219
2010-11-01,43.60478210449219
2010-11-02,44.04082489013672
2010-11-03,43.75777816772461
2010-11-04,44.27796936035156
2010-11-05,44.239723205566406
2010-11-08,43.482383728027344
2010-11-09,43.359981536865234
2010-11-10,43.5665283203125
2010-11-11,42.82448959350586
2010-11-12,42.373130798339844
2010-11-15,42.725032806396484
2010-11-16,42.204830169677734
2010-11-17,42.656185150146484
2010-11-18,43.505332946777344
2010-11-19,43.77309036254883
2010-11-22,43.59712219238281
2010-11-23,42.656185150146484
2010-11-24,43.26054000854492
2010-11-26,42.94688034057617
2010-11-29,43.04634094238281
2010-11-30,42.52613067626953
2010-12-01,42.92393112182617
2010-12-02,43.54357147216797
2010-12-03,43.627742767333984
2010-12-06,43.92608642578125
2010-12-07,43.987281799316406
2010-12-08,44.239723205566406
2010-12-09,44.698734283447266
2010-12-10,45.1118278503418
2010-12-13,45.287776947021484
2010-12-14,45.43312072753906
2010-12-15,45.33366394042969
2010-12-16,45.70086669921875
2010-12-17,45.75441360473633
2010-12-20,45.25717544555664
2010-12-21,45.727516174316406
2010-12-22,45.63421630859375
2010-12-23,45.750831604003906
2010-12-27,45.70418167114258
2010-12-28,45.6964111328125
2010-12-29,46.40385818481445
2010-12-30,46.74592971801758
2010-12-31,47.049110412597656
2011-01-03,47.64772033691406
2011-01-04,47.39117431640625
2011-01-05,47.39895248413086
2011-01-06,47.305660247802734
2011-01-07,47.305660247802734
2011-01-10,47.07242965698242
2011-01-11,47.2279052734375
2011-01-12,47.764339447021484
2011-01-13,47.461143493652344
2011-01-14,47.569984436035156
2011-01-18,47.81098556518555
2011-01-19,47.36784362792969
2011-01-20,46.55934524536133
2011-01-21,46.52824020385742
2011-01-24,46.41939926147461
2011-01-25,46.4893684387207
2011-01-26,46.637088775634766
2011-01-27,46.43495178222656
2011-01-28,45.09003829956055
2011-01-31,44.242645263671875
2011-02-01,44.53029251098633
2011-02-02,44.53806686401367
2011-02-03,44.1649169921875
2011-02-04,44.180450439453125
2011-02-07,45.20664978027344
2011-02-08,44.981197357177734
2011-02-09,44.36703109741211
2011-02-10,44.47587966918945
2011-02-11,44.39034652709961
2011-02-14,44.693546295166016
2011-02-15,44.67799758911133
2011-02-16,45.75861740112305
2011-02-17,45.789703369140625
2011-02-18,45.828582763671875
2011-02-22,44.05606460571289
2011-02-23,44.19599151611328
2011-02-24,43.22422790527344
2011-02-25,43.885032653808594
2011-02-28,44.094940185546875
2011-03-01,42.851070404052734
2011-03-02,43.333072662353516
2011-03-03,43.95500183105469
2011-03-04,43.53519821166992
2011-03-07,43.32529067993164
2011-03-08,43.75287628173828
2011-03-09,43.32529067993164
2011-03-10,43.23979187011719
2011-03-11,43.395263671875
2011-03-14,43.208683013916016
2011-03-15,42.998783111572266
2011-03-16,42.190269470214844
2011-03-17,43.278656005859375
2011-03-18,43.62849044799805
2011-03-21,44.46033477783203
2011-03-22,44.615806579589844
2011-03-23,44.67799758911133
2011-03-24,44.522518157958984
2011-03-25,44.452545166015625
2011-03-28,45.152217864990234
2011-03-29,45.56425476074219
2011-03-30,45.797489166259766
2011-03-31,45.92185592651367
2011-04-01,46.40385818481445
2011-04-04,46.427181243896484
2011-04-05,46.43495178222656
2011-04-06,46.699275970458984
2011-04-07,46.38831329345703
2011-04-08,46.3183479309082
2011-04-11,46.27947998046875
2011-04-12,46.396087646484375
2011-04-13,46.41162872314453
2011-04-14,46.629310607910156
2011-04-15,46.73814392089844
2011-04-18,46.13176727294922
2011-04-19,46.10844039916992
2011-04-20,46.67595672607422
2011-04-21,46.38053894042969
2011-04-25,46.512699127197266
2011-04-26,46.22505569458008
2011-04-27,46.2406005859375
2011-04-28,45.75861740112305
2011-04-29,46.061798095703125
2011-05-02,45.61866760253906
2011-05-03,45.13667678833008
2011-05-04,45.27661895751953
2011-05-05,44.37481689453125
2011-05-06,44.15713119506836
2011-05-09,44.34370803833008
2011-05-10,44.421443939208984
2011-05-11,44.39034652709961
2011-05-12,44.60026168823242
2011-05-13,44.180450439453125
2011-05-16,43.62849044799805
2011-05-17,43.690677642822266
2011-05-18,44.07939147949219
2011-05-19,44.42922592163086
2011-05-20,44.39034652709961
2011-05-23,43.216453552246094
2011-05-24,43.12316131591797
2011-05-25,42.72669219970703
2011-05-26,43.11539840698242
2011-05-27,43.41081619262695
2011-05-31,44.47587966918945
2011-06-01,43.0532112121582
2011-06-02,43.4185905456543
2011-06-03,43.56629943847656
2011-06-06,43.44968032836914
2011-06-07,43.698455810546875
2011-06-08,43.340843200683594
2011-06-09,43.50410079956055
2011-06-10,42.82773971557617
2011-06-13,42.446815490722656
2011-06-14,43.301979064941406
2011-06-15,41.7626953125
2011-06-16,41.59165954589844
2011-06-17,41.87153244018555
2011-06-20,41.552791595458984
2011-06-21,42.63338851928711
2011-06-22,42.58608627319336
2011-06-23,41.99460220336914
2011-06-24,41.78955078125
2011-06-27,41.84477996826172
2011-06-28,42.4520149230957
2011-06-29,42.98039245605469
2011-06-30,43.193321228027344
2011-07-01,43.674400329589844
2011-07-05,43.5482177734375
2011-07-06,43.27218246459961
2011-07-07,43.863677978515625
2011-07-08,43.855777740478516
2011-07-11,42.97251510620117
2011-07-12,42.86998748779297
2011-07-13,43.059261322021484
2011-07-14,42.7516975402832
2011-07-15,42.69647979736328
2011-07-18,42.15233612060547
2011-07-19,42.988285064697266
2011-07-20,43.02771759033203
2011-07-21,43.75325393676758
2011-07-22,43.71382522583008
2011-07-25,43.32740020751953
2011-07-26,43.38259506225586
2011-07-27,42.436248779296875
2011-07-28,42.499324798583984
2011-07-29,42.15233612060547
2011-08-01,40.84321594238281
2011-08-02,39.42366409301758
2011-08-03,39.68392562866211
2011-08-04,37.933162689208984
2011-08-05,37.53884506225586
2011-08-08,34.27390670776367
2011-08-09,35.567264556884766
2011-08-10,33.81650161743164
2011-08-11,35.30702590942383
2011-08-12,35.38588333129883
2011-08-15,35.91426467895508
2011-08-16,35.37010955810547
2011-08-17,35.64613342285156
2011-08-18,34.005775451660156
2011-08-19,33.50893783569336
2011-08-22,34.510498046875
2011-08-23,35.69343948364258
2011-08-24,35.5515022277832
2011-08-25,33.658782958984375
2011-08-26,34.1950569152832
2011-08-29,36.0640983581543
2011-08-30,35.74076461791992
2011-08-31,36.15084457397461
2011-09-01,35.85905838012695
2011-09-02,34.84960174560547
2011-09-06,32.9332389831543
2011-09-07,33.59568405151367
2011-09-08,32.6177864074707
2011-09-09,31.80550193786621
2011-09-12,31.056299209594727
2011-09-13,31.584678649902344
2011-09-14,32.168270111083984
2011-09-15,32.8543701171875
2011-09-16,32.870147705078125
2011-09-19,32.08939743041992
2011-09-20,32.32598114013672
2011-09-21,32.057861328125
2011-09-22,30.92222785949707
2011-09-23,31.22191047668457
2011-09-26,32.34965133666992
2011-09-27,32.057861328125
2011-09-28,31.750295639038086
2011-09-29,32.01053237915039
2011-09-30,31.65566635131836
2011-10-03,31.048398971557617
2011-10-04,31.237682342529297
2011-10-05,31.80550193786621
2011-10-06,31.97899627685547
2011-10-07,31.70296859741211
2011-10-10,32.704532623291016
2011-10-11,32.97267150878906
2011-10-12,33.493167877197266
2011-10-13,33.43795394897461
2011-10-14,33.80072784423828
2011-10-17,34.3922119140625
2011-10-18,35.27547073364258
2011-10-19,34.723445892333984
2011-10-20,34.75497817993164
2011-10-21,35.322784423828125
2011-10-24,35.4253044128418
2011-10-25,34.68399429321289
2011-10-26,35.18083953857422
2011-10-27,37.14452362060547
2011-10-28,37.278602600097656
2011-10-31,35.346439361572266
2011-11-01,33.871707916259766
2011-11-02,34.092525482177734
2011-11-03,34.81806945800781
2011-11-04,34.28180694580078
2011-11-07,34.447410583496094
2011-11-08,34.92847442626953
2011-11-09,33.075191497802734
2011-11-10,33.59568405151367
2011-11-11,34.13984680175781
2011-11-14,33.958457946777344
2011-11-15,33.77707290649414
2011-11-16,33.38276290893555
2011-11-17,32.7755126953125
2011-11-18,33.059410095214844
2011-11-21,31.631996154785156
2011-11-22,31.27711296081543
2011-11-23,30.575225830078125
2011-11-25,30.18880271911621
2011-11-28,31.490041732788086
2011-11-29,31.111499786376953
2011-11-30,32.57046890258789
2011-12-01,32.64144515991211
2011-12-02,32.52313995361328
2011-12-05,32.94113540649414
2011-12-06,32.52313995361328
