Date,QQQ
1999-12-02,65.59888458251953
1999-12-03,66.99464416503906
1999-12-06,67.60317993164062
1999-12-07,67.60317993164062
1999-12-08,66.78294372558594
1999-12-09,67.10049438476562
1999-12-10,67.65609741210938
1999-12-13,68.57554626464844
1999-12-14,67.33859252929688
1999-12-15,68.63506317138672
1999-12-16,70.32847595214844
1999-12-17,70.93701934814453
1999-12-20,71.86311340332031
1999-12-21,75.72615051269531
1999-12-22,75.4880142211914
1999-12-23,76.38761901855469
1999-12-27,75.93779754638672
1999-12-28,75.46150207519531
1999-12-29,78.31914520263672
1999-12-30,77.47244262695312
1999-12-31,77.36662292480469
2000-01-03,80.22419738769531
2000-01-04,74.7206802368164
2000-01-05,72.81562805175781
2000-01-06,67.81483459472656
2000-01-07,76.20238494873047
2000-01-10,78.31914520263672
2000-01-11,74.5090103149414
2000-01-12,72.86853790283203
2000-01-13,77.26075744628906
2000-01-14,79.05998229980469
2000-01-18,79.48336791992188
2000-01-19,81.28255462646484
2000-01-20,80.48880004882812
2000-01-21,81.49424743652344
2000-01-24,77.57828521728516
2000-01-25,78.74246978759766
2000-01-26,75.56736755371094
2000-01-27,76.6786880493164
2000-01-28,72.81562805175781
2000-01-31,75.93779754638672
2000-02-01,77.97517395019531
2000-02-02,78.63663482666016
2000-02-03,81.70589447021484
2000-02-04,82.26155853271484
2000-02-07,83.39930725097656
2000-02-08,86.89190673828125
2000-02-09,83.82263946533203
2000-02-10,86.57444763183594
2000-02-11,84.56350708007812
2000-02-14,84.4576644897461
2000-02-15,85.06622314453125
2000-02-16,84.6693344116211
2000-02-17,86.4686050415039
2000-02-18,83.34638977050781
2000-02-22,83.6109619140625
2000-02-23,88.26778411865234
2000-02-24,90.1728744506836
2000-02-25,88.1089859008789
2000-02-28,88.05611419677734
2000-02-29,90.38452911376953
2000-03-01,91.12535095214844
2000-03-02,89.01526641845703
2000-03-03,94.03592681884766
2000-03-06,94.77674865722656
2000-03-07,93.34796905517578
2000-03-08,94.19464874267578
2000-03-09,97.3697280883789
2000-03-10,96.94641876220703
2000-03-13,94.4063491821289
2000-03-14,90.9137191772461
2000-03-15,87.10357666015625
2000-03-16,92.07793426513672
2000-03-17,93.82421112060547
2000-03-20,91.1783218383789
2000-03-21,94.61799621582031
2000-03-22,96.52303314208984
2000-03-23,98.21642303466797
2000-03-24,99.53939056396484
2000-03-27,99.6981430053711
2000-03-28,97.15806579589844
2000-03-29,93.1362533569336
2000-03-30,90.80789947509766
2000-03-31,92.71292114257812
2000-04-03,87.15650177001953
2000-04-04,86.30985260009766
2000-04-05,84.77515411376953
2000-04-06,86.78608703613281
2000-04-07,90.27867126464844
2000-04-10,84.77515411376953
2000-04-11,82.76428985595703
2000-04-12,77.89580535888672
2000-04-13,74.5090103149414
2000-04-14,68.05296325683594
2000-04-17,75.88489532470703
2000-04-18,77.89580535888672
2000-04-19,75.51445770263672
2000-04-20,73.8740234375
2000-04-24,71.75726318359375
2000-04-25,76.59927368164062
2000-04-26,73.97984313964844
2000-04-27,77.26075744628906
2000-04-28,80.22419738769531
2000-05-01,80.965087890625
2000-05-02,76.30823516845703
2000-05-03,75.46150207519531
2000-05-04,75.62030029296875
2000-05-05,77.41950225830078
2000-05-08,74.40318298339844
2000-05-09,72.81562805175781
2000-05-10,67.52381134033203
2000-05-11,71.65141296386719
2000-05-12,71.65141296386719
2000-05-15,74.77359771728516
2000-05-16,76.89035034179688
2000-05-17,75.30278015136719
2000-05-18,72.60395050048828
2000-05-19,69.16426086425781
2000-05-22,69.1113052368164
2000-05-23,63.343238830566406
2000-05-24,67.3121566772461
2000-05-25,65.83047485351562
2000-05-26,65.83047485351562
2000-05-30,72.4452133178711
2000-05-31,70.38138580322266
2000-06-01,73.97984313964844
2000-06-02,79.27165222167969
2000-06-05,79.47010040283203
2000-06-06,77.26075744628906
2000-06-07,79.3245849609375
2000-06-08,78.95413208007812
2000-06-09,79.37750244140625
2000-06-12,76.8374252319336
2000-06-13,79.80084228515625
2000-06-14,78.00163269042969
2000-06-15,79.37750244140625
2000-06-16,79.80084228515625
2000-06-19,82.97599029541016
2000-06-20,82.65841674804688
2000-06-21,83.71681213378906
2000-06-22,80.64756774902344
2000-06-23,77.47244262695312
2000-06-26,79.58917999267578
2000-06-27,78.63663482666016
2000-06-28,79.58917999267578
2000-06-29,77.59152221679688
2000-06-30,79.11289978027344
2000-07-03,80.64756774902344
2000-07-05,77.52536010742188
2000-07-06,79.58917999267578
2000-07-07,81.22967529296875
2000-07-10,79.99925994873047
2000-07-11,80.43588256835938
2000-07-12,82.34090423583984
2000-07-13,83.39930725097656
2000-07-14,85.19852447509766
2000-07-17,86.15104675292969
2000-07-18,84.2459945678711
2000-07-19,82.34090423583984
2000-07-20,84.98686981201172
2000-07-21,82.12923431396484
2000-07-24,80.43588256835938
2000-07-25,81.07089233398438
2000-07-26,80.965087890625
2000-07-27,77.78996276855469
2000-07-28,73.55648040771484
2000-07-31,75.72615051269531
2000-08-01,74.7206802368164
2000-08-02,73.39777374267578
2000-08-03,76.57279205322266
2000-08-04,76.30823516845703
2000-08-07,78.10746765136719
2000-08-08,79.69501495361328
2000-08-09,77.57828521728516
2000-08-10,76.04364776611328
2000-08-11,77.10204315185547
2000-08-14,78.74246978759766
2000-08-15,78.74246978759766
2000-08-16,79.5362548828125
2000-08-17,81.07089233398438
2000-08-18,80.64756774902344
2000-08-21,80.85920715332031
2000-08-22,80.85920715332031
2000-08-23,82.18220520019531
2000-08-24,83.45226287841797
2000-08-25,83.00241088867188
2000-08-28,83.39930725097656
2000-08-29,83.82263946533203
2000-08-30,83.71681213378906
2000-08-31,86.04520416259766
2000-09-01,86.89190673828125
2000-09-05,84.2459945678711
2000-09-06,81.28255462646484
2000-09-07,83.08177185058594
2000-09-08,80.54168701171875
2000-09-11,78.58373260498047
2000-09-12,77.36662292480469
2000-09-13,79.16584014892578
2000-09-14,78.74246978759766
2000-09-15,77.31370544433594
2000-09-18,76.09657287597656
2000-09-19,78.90126037597656
2000-09-20,80.11836242675781
2000-09-21,74.2973403930664
2000-09-22,78.68958282470703
2000-09-25,76.59927368164062
2000-09-26,75.72615051269531
2000-09-27,75.83196258544922
2000-09-28,77.52536010742188
2000-09-29,75.14405059814453
2000-10-02,73.45063018798828
2000-10-03,71.12223815917969
2000-10-04,72.49809265136719
2000-10-05,72.7097396850586
2000-10-06,70.27555847167969
2000-10-09,69.95803833007812
2000-10-10,66.30670166015625
2000-10-11,65.24830627441406
2000-10-12,63.607845306396484
2000-10-13,68.7938232421875
2000-10-16,69.42887878417969
2000-10-17,66.25371551513672
2000-10-18,66.0420913696289
2000-10-19,72.02184295654297
2000-10-20,73.0802001953125
2000-10-23,72.97432708740234
2000-10-24,69.85221099853516
2000-10-25,65.93621826171875
2000-10-26,67.6296157836914
2000-10-27,67.49736022949219
2000-10-30,64.9969253540039
2000-10-31,69.177490234375
2000-11-01,68.5821533203125
2000-11-02,69.42887878417969
2000-11-03,70.32847595214844
2000-11-06,69.7992935180664
2000-11-07,69.53466796875
2000-11-08,64.09736633300781
2000-11-09,64.0841064453125
2000-11-10,60.750247955322266
2000-11-13,60.84284973144531
2000-11-14,64.21638488769531
2000-11-15,65.51292419433594
2000-11-16,61.70278549194336
2000-11-17,61.663124084472656
2000-11-20,59.14950180053711
2000-11-21,59.0568962097168
2000-11-22,56.41095733642578
2000-11-24,59.63896179199219
2000-11-27,58.89811706542969
2000-11-28,55.41873550415039
2000-11-29,53.28877258300781
2000-11-30,53.32844543457031
2000-12-01,54.1883659362793
2000-12-04,55.03506851196289
2000-12-05,59.85063171386719
2000-12-06,57.575172424316406
2000-12-07,56.30510330200195
2000-12-08,57.575172424316406
2000-12-11,62.97281265258789
2000-12-12,60.670867919921875
2000-12-13,58.19693374633789
2000-12-14,55.35257339477539
2000-12-15,54.082542419433594
2000-12-18,54.1883659362793
2000-12-19,50.060752868652344
2000-12-20,47.18992233276367
2000-12-21,47.46773910522461
2000-12-22,51.224937438964844
2000-12-26,51.54246520996094
2000-12-27,52.12456130981445
2000-12-28,52.01872634887695
2000-12-29,49.42573547363281
2001-01-02,45.245182037353516
2001-01-03,52.86543273925781
2001-01-04,51.91287612915039
2001-01-05,47.944034576416016
2001-01-08,48.473209381103516
2001-01-09,48.473209381103516
2001-01-10,50.96037292480469
2001-01-11,52.44206619262695
2001-01-12,53.11677932739258
2001-01-16,52.48176574707031
2001-01-17,54.082542419433594
2001-01-18,56.35802459716797
2001-01-19,56.1463737487793
2001-01-22,56.19925308227539
2001-01-23,57.37671661376953
2001-01-24,56.83430480957031
2001-01-25,54.61173629760742
2001-01-26,55.49810791015625
2001-01-29,56.72847366333008
2001-01-30,56.51677322387695
2001-01-31,54.4423942565918
2001-02-01,55.162078857421875
2001-02-02,52.113975524902344
2001-02-05,52.0716438293457
2001-02-06,52.156307220458984
2001-02-07,51.30963134765625
2001-02-08,49.777103424072266
2001-02-09,47.75349807739258
2001-02-12,48.329261779785156
2001-02-13,46.77981948852539
2001-02-14,48.64253234863281
2001-02-15,49.446903228759766
2001-02-16,46.67820358276367
2001-02-20,44.866310119628906
2001-02-21,43.60468292236328
2001-02-22,43.18135452270508
2001-02-23,43.333770751953125
2001-02-26,44.15506362915039
2001-02-27,41.48799514770508
2001-02-28,40.175601959228516
2001-03-01,41.31863021850586
2001-03-02,39.54058074951172
2001-03-05,40.26027297973633
2001-03-06,41.8266487121582
2001-03-07,41.84358596801758
2001-03-08,41.06461715698242
2001-03-09,38.18587112426758
2001-03-12,35.81513214111328
2001-03-13,37.6355094909668
2001-03-14,37.042842864990234
2001-03-15,35.68814468383789
2001-03-16,34.8837776184082
2001-03-19,36.627952575683594
2001-03-20,34.1640739440918
2001-03-21,34.1640739440918
2001-03-22,36.238468170166016
2001-03-23,36.238468170166016
2001-03-26,35.4002685546875
2001-03-27,36.6195068359375
2001-03-28,33.61371994018555
2001-03-29,32.97871780395508
2001-03-30,33.148048400878906
2001-04-02,31.66634750366211
2001-04-03,29.346385955810547
2001-04-04,28.829906463623047
2001-04-05,31.59014129638672
2001-04-06,30.438621520996094
2001-04-09,31.3699951171875
2001-04-10,33.69839859008789
2001-04-11,34.714439392089844
2001-04-12,36.238468170166016
2001-04-16,34.07942199707031
2001-04-17,34.92610549926758
2001-04-18,38.566890716552734
2001-04-19,40.89529037475586
2001-04-20,40.979957580566406
2001-04-23,38.22820281982422
2001-04-24,37.508514404296875
2001-04-25,38.18587112426758
2001-04-26,37.21216583251953
2001-04-27,38.22820281982422
2001-04-30,39.074893951416016
2001-05-01,40.68360900878906
2001-05-02,41.4710578918457
2001-05-03,39.62525939941406
2001-05-04,40.81063461303711
2001-05-07,39.963924407958984
2001-05-08,40.81063461303711
2001-05-09,39.413578033447266
2001-05-10,38.75316619873047
2001-05-11,38.566890716552734
2001-05-14,37.94880294799805
2001-05-15,38.22820281982422
2001-05-16,39.92158889770508
2001-05-17,40.5566291809082
2001-05-18,40.67515182495117
2001-05-21,43.22371292114258
2001-05-22,43.096683502197266
2001-05-23,41.19164276123047
2001-05-24,42.24999237060547
2001-05-25,41.479522705078125
2001-05-29,39.04951095581055
2001-05-30,37.61859130859375
2001-05-31,37.872596740722656
2001-06-01,38.990230560302734
2001-06-04,38.8039665222168
2001-06-05,40.514278411865234
2001-06-06,40.201011657714844
2001-06-07,41.23397445678711
2001-06-08,40.09092712402344
2001-06-11,38.990230560302734
2001-06-12,38.7785758972168
2001-06-13,37.72020721435547
2001-06-14,35.772789001464844
2001-06-15,36.06913757324219
2001-06-18,35.586517333984375
2001-06-19,35.40871810913086
2001-06-20,36.213077545166016
2001-06-21,36.70415115356445
2001-06-22,36.6195068359375
2001-06-25,36.71262741088867
2001-06-26,36.83961868286133
2001-06-27,37.07668685913086
2001-06-28,37.55086898803711
2001-06-29,38.69388961791992
2001-07-02,38.48221969604492
2001-07-03,38.64308547973633
2001-07-05,36.7888298034668
2001-07-06,35.264793395996094
2001-07-09,35.56959915161133
2001-07-10,34.29107666015625
2001-07-11,34.714439392089844
2001-07-12,36.91583251953125
2001-07-13,36.534812927246094
2001-07-16,35.857460021972656
2001-07-17,36.661834716796875
2001-07-18,35.264793395996094
2001-07-19,36.103004455566406
2001-07-20,35.264793395996094
2001-07-23,34.38423156738281
2001-07-24,33.994747161865234
2001-07-25,34.29107666015625
2001-07-26,34.7990837097168
2001-07-27,35.518795013427734
2001-07-30,35.307125091552734
2001-07-31,35.35791778564453
2001-08-01,36.49248504638672
2001-08-02,37.17831039428711
2001-08-03,36.56023406982422
2001-08-06,35.98446273803711
2001-08-07,35.7982063293457
2001-08-08,34.29107666015625
2001-08-09,34.435020446777344
2001-08-10,34.10480880737305
2001-08-13,34.7990837097168
2001-08-14,34.37575149536133
2001-08-15,33.105709075927734
2001-08-16,33.49518966674805
2001-08-17,31.971147537231445
2001-08-20,32.411415100097656
2001-08-21,31.0651798248291
2001-08-22,31.911882400512695
2001-08-23,31.598604202270508
2001-08-24,33.275062561035156
2001-08-27,33.31735610961914
2001-08-28,32.27595520019531
2001-08-29,31.80180549621582
2001-08-30,30.624889373779297
2001-08-31,31.014379501342773
2001-09-04,30.0322208404541
2001-09-05,29.913684844970703
2001-09-06,28.702913284301758
2001-09-07,28.533578872680664
2001-09-10,28.87225341796875
2001-09-17,26.416833877563477
2001-09-18,25.82414436340332
2001-09-19,25.375408172607422
2001-09-20,24.52870750427246
2001-09-21,23.868289947509766
2001-09-24,25.070587158203125
2001-09-25,25.14678382873535
2001-09-26,24.274703979492188
2001-09-27,24.113828659057617
2001-09-28,24.53717613220215
2001-10-01,24.325496673583984
2001-10-02,24.401702880859375
2001-10-03,26.247495651245117
2001-10-04,26.501508712768555
2001-10-05,26.890979766845703
2001-10-08,26.97566032409668
2001-10-09,26.32369613647461
2001-10-10,27.517534255981445
2001-10-11,29.380260467529297
2001-10-12,29.253253936767578
2001-10-15,29.12625503540039
2001-10-16,29.60041618347168
2001-10-17,27.47521209716797
2001-10-18,28.220293045043945
2001-10-19,28.40656089782715
2001-10-22,29.168598175048828
2001-10-23,29.320999145507812
2001-10-24,29.95602035522461
2001-10-25,31.158315658569336
2001-10-26,30.489421844482422
2001-10-29,28.82144546508789
2001-10-30,28.26262664794922
2001-10-31,28.702913284301758
2001-11-01,29.922143936157227
2001-11-02,30.142274856567383
2001-11-05,31.12445831298828
2001-11-06,32.335243225097656
2001-11-07,32.292903900146484
2001-11-08,31.962678909301758
2001-11-09,31.945737838745117
2001-11-12,32.17435073852539
2001-11-13,33.32585144042969
2001-11-14,33.562931060791016
2001-11-15,33.42744064331055
2001-11-16,33.33430480957031
2001-11-19,34.282623291015625
2001-11-20,32.699283599853516
2001-11-21,32.529964447021484
2001-11-23,33.25812530517578
2001-11-26,34.07942199707031
2001-11-27,34.037071228027344
2001-11-28,32.80936050415039
2001-11-29,33.82540512084961
2001-11-30,33.5713996887207
2001-12-03,32.99565124511719
2001-12-04,34.57049560546875
2001-12-05,36.28080368041992
2001-12-06,36.33160400390625
2001-12-07,35.3325080871582
2001-12-10,34.714439392089844
2001-12-11,34.90916061401367
2001-12-12,35.1885871887207
2001-12-13,33.664546966552734
2001-12-14,33.96088409423828
2001-12-17,34.54508972167969
2001-12-18,34.934574127197266
2001-12-19,34.299537658691406
2001-12-20,32.8432502746582
2001-12-21,33.42744064331055
2001-12-24,33.2919921875
2001-12-26,33.605255126953125
2001-12-27,33.876197814941406
2001-12-28,34.14714813232422
2001-12-31,32.9448356628418
2002-01-02,33.96088409423828
2002-01-03,35.137779235839844
2002-01-04,35.281707763671875
2002-01-07,34.8922233581543
2002-01-08,35.129310607910156
2002-01-09,34.807559967041016
2002-01-10,35.03617858886719
2002-01-11,34.58742904663086
2002-01-14,33.8338623046875
2002-01-15,34.155609130859375
2002-01-16,32.834781646728516
2002-01-17,33.5713996887207
2002-01-18,32.673892974853516
2002-01-22,31.66634750366211
2002-01-23,32.53841781616211
2002-01-24,32.970237731933594
2002-01-25,32.87711715698242
2002-01-28,33.0633659362793
2002-01-29,32.15740203857422
2002-01-30,32.40296936035156
2002-01-31,32.606170654296875
2002-02-01,32.292903900146484
2002-02-04,31.25991439819336
2002-02-05,30.743446350097656
2002-02-06,30.531768798828125
2002-02-07,29.795133590698242
2002-02-08,30.624889373779297
2002-02-11,31.014379501342773
2002-02-12,30.760364532470703
2002-02-13,31.28532600402832
2002-02-14,31.226051330566406
2002-02-15,30.294696807861328
2002-02-19,29.363325119018555
2002-02-20,29.761281967163086
2002-02-21,28.347288131713867
2002-02-22,28.49123191833496
2002-02-25,29.642732620239258
2002-02-26,29.532672882080078
2002-02-27,29.12625503540039
2002-02-28,28.601316452026367
2002-03-01,30.260831832885742
2002-03-04,31.454666137695312
2002-03-05,31.68326759338379
2002-03-06,31.835674285888672
2002-03-07,31.903419494628906
2002-03-08,32.74163818359375
2002-03-11,32.62309646606445
2002-03-12,32.17435073852539
2002-03-13,31.395395278930664
2002-03-14,31.209117889404297
2002-03-15,31.52240562438965
2002-03-18,31.700204849243164
2002-03-19,31.649404525756836
2002-03-20,30.531768798828125
2002-03-21,31.344594955444336
2002-03-22,31.056713104248047
2002-03-25,30.10842514038086
2002-03-26,30.387828826904297
2002-03-27,30.150745391845703
2002-03-28,30.531768798828125
2002-04-01,31.115968704223633
2002-04-02,29.710472106933594
2002-04-03,29.659677505493164
2002-04-04,29.431079864501953
2002-04-05,29.100862503051758
2002-04-08,29.464941024780273
2002-04-09,28.4404354095459
2002-04-10,28.6521053314209
2002-04-11,27.940887451171875
2002-04-12,28.381160736083984
2002-04-15,28.60977554321289
2002-04-16,29.803611755371094
2002-04-17,29.651195526123047
2002-04-18,29.08391571044922
2002-04-19,29.177051544189453
2002-04-22,28.4404354095459
2002-04-23,27.949359893798828
2002-04-24,27.517534255981445
2002-04-25,27.44980239868164
2002-04-26,26.281360626220703
2002-04-29,26.349096298217773
2002-04-30,26.865585327148438
2002-05-01,26.721643447875977
2002-05-02,25.832616806030273
2002-05-03,25.180673599243164
2002-05-06,24.52870750427246
2002-05-07,24.300106048583984
2002-05-08,26.899450302124023
2002-05-09,26.205154418945312
2002-05-10,25.028249740600586
2002-05-13,26.044281005859375
2002-05-14,27.576812744140625
2002-05-15,27.780012130737305
2002-05-16,27.822345733642578
2002-05-17,27.8815975189209
2002-05-20,27.271995544433594
2002-05-21,26.526897430419922
2002-05-22,26.58616828918457
2002-05-23,27.11958885192871
2002-05-24,26.450708389282227
2002-05-28,26.332170486450195
2002-05-29,25.63787841796875
2002-05-30,25.85802459716797
2002-05-31,25.43467140197754
2002-06-03,24.53717613220215
2002-06-04,24.858915328979492
2002-06-05,25.112926483154297
2002-06-06,24.452499389648438
2002-06-07,23.961423873901367
2002-06-10,23.91909408569336
2002-06-11,23.250194549560547
2002-06-12,23.588869094848633
2002-06-13,23.436479568481445
2002-06-14,23.385665893554688
2002-06-17,24.18157386779785
2002-06-18,24.571043014526367
2002-06-19,23.148601531982422
2002-06-20,22.403507232666016
2002-06-21,21.861618041992188
2002-06-24,22.293432235717773
2002-06-25,21.55681610107422
2002-06-26,21.717679977416992
2002-06-27,22.19183921813965
2002-06-28,22.09869956970215
2002-07-01,21.040327072143555
2002-07-02,20.2783145904541
2002-07-03,20.955659866333008
2002-07-05,22.30191421508789
2002-07-08,21.48908233642578
2002-07-09,20.879459381103516
2002-07-10,20.23597526550293
2002-07-11,20.998003005981445
2002-07-12,20.998003005981445
2002-07-15,21.649953842163086
2002-07-16,21.32821273803711
2002-07-17,21.717679977416992
2002-07-18,20.938722610473633
2002-07-19,20.312175750732422
2002-07-22,19.81262969970703
2002-07-23,18.965930938720703
2002-07-24,19.9989013671875
2002-07-25,18.838930130004883
2002-07-26,19.194541931152344
2002-07-29,20.176706314086914
2002-07-30,20.583114624023438
2002-07-31,20.193635940551758
2002-08-01,19.24534034729004
2002-08-02,18.838930130004883
2002-08-05,18.153100967407227
2002-08-06,19.050596237182617
2002-08-07,19.304607391357422
2002-08-08,19.956565856933594
2002-08-09,19.753358840942383
2002-08-12,19.81262969970703
2002-08-13,19.135276794433594
2002-08-14,20.354511260986328
2002-08-15,20.769399642944336
2002-08-16,20.9133243560791
2002-08-19,21.421342849731445
2002-08-20,21.32821273803711
2002-08-21,21.80234146118164
2002-08-22,22.14949607849121
2002-08-23,21.294343948364258
2002-08-26,21.379005432128906
2002-08-27,20.633926391601562
2002-08-28,19.880367279052734
2002-08-29,20.142833709716797
2002-08-30,19.88882827758789
2002-09-03,19.16912841796875
2002-09-04,19.24534034729004
2002-09-05,18.77118682861328
2002-09-06,19.34694480895996
2002-09-09,19.541690826416016
2002-09-10,20.024293899536133
2002-09-11,19.854961395263672
2002-09-12,19.313072204589844
2002-09-13,19.465484619140625
2002-09-16,19.186065673828125
2002-09-17,18.779664993286133
2002-09-18,18.567981719970703
2002-09-19,18.271650314331055
2002-09-20,18.347837448120117
2002-09-23,17.7974910736084
2002-09-24,17.805965423583984
2002-09-25,18.517173767089844
2002-09-26,18.288578033447266
2002-09-27,18.043041229248047
2002-09-30,17.54347801208496
2002-10-01,18.610321044921875
2002-10-02,17.992231369018555
2002-10-03,17.560415267944336
2002-10-04,17.230207443237305
2002-10-07,17.06934928894043
2002-10-08,17.103206634521484
2002-10-09,16.984663009643555
2002-10-10,17.848299026489258
2002-10-11,18.813520431518555
2002-10-14,19.03366470336914
2002-10-15,19.948095321655273
2002-10-16,19.287683486938477
2002-10-17,19.939620971679688
2002-10-18,20.159772872924805
2002-10-21,20.566179275512695
2002-10-22,20.43917465209961
2002-10-23,20.82866096496582
2002-10-24,20.30370330810547
2002-10-25,20.9133243560791
2002-10-28,20.73552894592285
2002-10-29,20.252906799316406
2002-10-30,20.79478645324707
2002-10-31,20.78632354736328
2002-11-01,21.379005432128906
2002-11-04,21.929359436035156
2002-11-05,22.09869956970215
2002-11-06,22.411975860595703
2002-11-07,21.624542236328125
2002-11-08,21.226604461669922
2002-11-11,20.583114624023438
2002-11-12,21.108074188232422
2002-11-13,21.362075805664062
2002-11-14,22.09869956970215
2002-11-15,22.386568069458008
2002-11-18,22.056360244750977
2002-11-19,21.717679977416992
2002-11-20,22.640586853027344
2002-11-21,23.478805541992188
