Date,AGG
2004-06-25,51.756675720214844
2004-06-28,51.586341857910156
2004-06-29,51.493385314941406
2004-06-30,51.9012565612793
2004-07-01,51.96702575683594
2004-07-02,52.29845428466797
2004-07-06,52.26218795776367
2004-07-07,52.231101989746094
2004-07-08,52.288082122802734
2004-07-09,52.132720947265625
2004-07-12,52.288082122802734
2004-07-13,52.231101989746094
2004-07-14,52.26218795776367
2004-07-15,52.16378402709961
2004-07-16,52.51076126098633
2004-07-19,52.43305587768555
2004-07-20,52.29325866699219
2004-07-21,52.1689453125
2004-07-22,52.28289031982422
2004-07-23,52.401981353759766
2004-07-26,52.15862274169922
2004-07-27,52.039527893066406
2004-07-28,52.117164611816406
2004-07-29,51.99806594848633
2004-07-30,52.38130569458008
2004-08-02,52.36670684814453
2004-08-03,52.43946075439453
2004-08-04,52.553775787353516
2004-08-05,52.590145111083984
2004-08-06,52.927799224853516
2004-08-09,52.964210510253906
2004-08-10,52.82387924194336
2004-08-11,52.860252380371094
2004-08-12,52.96935272216797
2004-08-13,53.07326126098633
2004-08-16,53.010894775390625
2004-08-17,53.1667594909668
2004-08-18,52.99530792236328
2004-08-19,53.17202377319336
2004-08-20,53.016178131103516
2004-08-23,53.03171920776367
2004-08-24,53.03685760498047
2004-08-25,53.04212951660156
2004-08-26,53.14079666137695
2004-08-27,53.17719268798828
2004-08-30,53.229122161865234
2004-08-31,53.229122161865234
2004-09-01,53.420894622802734
2004-09-02,53.20726013183594
2004-09-03,53.181175231933594
2004-09-07,53.17595291137695
2004-09-08,53.33753204345703
2004-09-09,53.285457611083984
2004-09-10,53.40005874633789
2004-09-13,53.45220184326172
2004-09-14,53.509498596191406
2004-09-15,53.47822570800781
2004-09-16,53.639793395996094
2004-09-17,53.41572189331055
2004-09-20,53.64500427246094
2004-09-21,53.629337310791016
2004-09-22,53.8065071105957
2004-09-23,53.64500427246094
2004-09-24,53.660606384277344
2004-09-27,53.64500427246094
2004-09-28,53.733612060546875
2004-09-29,53.4261474609375
2004-09-30,53.50428009033203
2004-10-01,53.408626556396484
2004-10-04,53.42428207397461
2004-10-05,53.41910171508789
2004-10-06,53.31977081298828
2004-10-07,53.31977081298828
2004-10-08,53.58114242553711
2004-10-11,53.63341522216797
2004-10-12,53.58114242553711
2004-10-13,53.65958023071289
2004-10-14,53.915645599365234
2004-10-15,53.816375732421875
2004-10-18,53.76933288574219
2004-10-19,53.79548263549805
2004-10-20,53.98359680175781
2004-10-21,53.84772491455078
2004-10-22,53.978431701660156
2004-10-25,54.04117965698242
2004-10-26,53.88434982299805
2004-10-27,53.764076232910156
2004-10-28,53.826812744140625
2004-10-29,53.96799087524414
2004-11-01,53.85211944580078
2004-11-02,53.80495071411133
2004-11-03,53.920257568359375
2004-11-04,53.87309265136719
2004-11-05,53.73683166503906
2004-11-08,53.542903900146484
2004-11-09,53.66862869262695
2004-11-10,53.60578155517578
2004-11-11,53.65814971923828
2004-11-12,53.7210693359375
2004-11-15,53.7473030090332
2004-11-16,53.69483947753906
2004-11-17,53.8311767578125
2004-11-18,53.85211944580078
2004-11-19,53.74203872680664
2004-11-22,53.82596206665039
2004-11-23,53.79446029663086
2004-11-24,53.846900939941406
2004-11-26,53.68962097167969
2004-11-29,53.542903900146484
2004-11-30,53.569122314453125
2004-12-01,53.36820602416992
2004-12-02,53.46809768676758
2004-12-03,53.77832794189453
2004-12-06,53.83615493774414
2004-12-07,53.90977096557617
2004-12-08,54.09377670288086
2004-12-09,54.020172119140625
2004-12-10,53.95180892944336
2004-12-13,54.03073501586914
2004-12-14,54.083251953125
2004-12-15,54.20417022705078
2004-12-16,53.99386978149414
2004-12-17,53.86243438720703
2004-12-20,53.91502380371094
2004-12-21,53.91502380371094
2004-12-22,54.03073501586914
2004-12-23,54.05697250366211
2004-12-27,53.851932525634766
2004-12-28,53.82564163208008
2004-12-29,53.81510543823242
2004-12-30,53.92549133300781
2004-12-31,53.996185302734375
2005-01-03,53.996185302734375
2005-01-04,53.943450927734375
2005-01-05,53.92237091064453
2005-01-06,53.95928192138672
2005-01-07,53.943450927734375
2005-01-10,53.91707992553711
2005-01-11,53.99091339111328
2005-01-12,54.070011138916016
2005-01-13,54.201847076416016
2005-01-14,54.00674057006836
2005-01-18,54.14911651611328
2005-01-19,54.228206634521484
2005-01-20,54.30198669433594
2005-01-21,54.32839584350586
2005-01-24,54.33897018432617
2005-01-25,54.244041442871094
2005-01-26,54.2176399230957
2005-01-27,54.14385986328125
2005-01-28,54.32839584350586
2005-01-31,54.25984573364258
2005-02-01,54.31749725341797
2005-02-02,54.359832763671875
2005-02-03,54.29106903076172
2005-02-04,54.51845932006836
2005-02-07,54.52904510498047
2005-02-08,54.5607795715332
2005-02-09,54.708839416503906
2005-02-10,54.42852020263672
2005-02-11,54.502647399902344
2005-02-14,54.51314926147461
2005-02-15,54.407379150390625
2005-02-16,54.34394454956055
2005-02-17,54.31749725341797
2005-02-18,54.33332061767578
2005-02-22,54.179988861083984
2005-02-23,54.2064094543457
2005-02-24,54.15349197387695
2005-02-25,54.20111083984375
2005-02-28,54.05830764770508
2005-03-01,54.01960754394531
2005-03-02,53.95066452026367
2005-03-03,53.99308395385742
2005-03-04,54.14689254760742
2005-03-07,54.16280746459961
2005-03-08,54.04608154296875
2005-03-09,53.7172737121582
2005-03-10,53.653648376464844
2005-03-11,53.696048736572266
2005-03-14,53.67485809326172
2005-03-15,53.68544006347656
2005-03-16,53.72259521484375
2005-03-17,53.71199035644531
2005-03-18,53.67485809326172
2005-03-21,53.67485809326172
2005-03-22,53.383155822753906
2005-03-23,53.45211410522461
2005-03-24,53.48393630981445
2005-03-28,53.37784957885742
2005-03-29,53.34605026245117
2005-03-30,53.505130767822266
2005-03-31,53.531646728515625
2005-04-01,53.847198486328125
2005-04-04,53.78336715698242
2005-04-05,53.67692184448242
2005-04-06,53.815303802490234
2005-04-07,53.751434326171875
2005-04-08,53.751434326171875
2005-04-11,53.85258865356445
2005-04-12,54.001583099365234
2005-04-13,54.07609176635742
2005-04-14,54.12401580810547
2005-04-15,54.31557846069336
2005-04-18,54.251731872558594
2005-04-19,54.320919036865234
2005-04-20,54.35816192626953
2005-04-21,54.22516632080078
2005-04-22,54.33684539794922
2005-04-25,54.31557846069336
2005-04-26,54.18255615234375
2005-04-27,54.40605163574219
2005-04-28,54.54441452026367
2005-04-29,54.45399856567383
2005-05-02,54.45608139038086
2005-05-03,54.418697357177734
2005-05-04,54.47743225097656
2005-05-05,54.51483154296875
2005-05-06,54.31189727783203
2005-05-09,54.26924133300781
2005-05-10,54.32793426513672
2005-05-11,54.418697357177734
2005-05-12,54.54682922363281
2005-05-13,54.60028076171875
2005-05-16,54.52010726928711
2005-05-17,54.584266662597656
2005-05-18,54.72841262817383
2005-05-19,54.594905853271484
2005-05-20,54.530860900878906
2005-05-23,54.712379455566406
2005-05-24,54.80849075317383
2005-05-25,54.79779052734375
2005-05-26,54.792476654052734
2005-05-27,54.75508499145508
2005-05-31,54.90458297729492
2005-06-01,55.31072235107422
2005-06-02,55.27316665649414
2005-06-03,55.13391876220703
2005-06-06,55.14457321166992
2005-06-07,55.289268493652344
2005-06-08,55.18748092651367
2005-06-09,55.18210220336914
2005-06-10,54.967838287353516
2005-06-13,54.91959762573242
2005-06-14,54.84992599487305
2005-06-15,54.81777572631836
2005-06-16,54.983882904052734
2005-06-17,54.983882904052734
2005-06-20,54.86065673828125
2005-06-21,55.085693359375
2005-06-22,55.32140350341797
2005-06-23,55.267818450927734
2005-06-24,55.353519439697266
2005-06-27,55.396385192871094
2005-06-28,55.23569107055664
2005-06-29,55.208900451660156
2005-06-30,55.385677337646484
2005-07-01,55.18841552734375
2005-07-05,54.98419952392578
2005-07-06,55.07018280029297
2005-07-07,55.14008712768555
2005-07-08,55.04867935180664
2005-07-11,55.054039001464844
2005-07-12,55.02717971801758
2005-07-13,54.95201873779297
2005-07-14,54.95201873779297
2005-07-15,54.97880935668945
2005-07-18,54.88203811645508
2005-07-19,54.908973693847656
2005-07-20,55.000301361083984
2005-07-21,54.71546936035156
2005-07-22,54.79607391357422
2005-07-25,54.79607391357422
2005-07-26,54.85517120361328
2005-07-27,54.82292938232422
2005-07-28,54.98419952392578
2005-07-29,54.81221008300781
2005-08-01,54.78037643432617
2005-08-02,54.66175842285156
2005-08-03,54.839698791503906
2005-08-04,54.78575134277344
2005-08-05,54.51616287231445
2005-08-08,54.505374908447266
2005-08-09,54.602455139160156
2005-08-10,54.60781478881836
2005-08-11,54.75344467163086
2005-08-12,54.90979766845703
2005-08-15,54.86128234863281
2005-08-16,54.990684509277344
2005-08-17,54.877437591552734
2005-08-18,55.028438568115234
2005-08-19,54.974491119384766
2005-08-22,55.02302169799805
2005-08-23,55.0608024597168
2005-08-24,55.13086700439453
2005-08-25,55.13086700439453
2005-08-26,55.087738037109375
2005-08-29,55.10927200317383
2005-08-30,55.24414825439453
2005-08-31,55.45978927612305
2005-09-01,55.53557205200195
2005-09-02,55.50849151611328
2005-09-06,55.40032196044922
2005-09-07,55.30830764770508
2005-09-08,55.302913665771484
2005-09-09,55.28669357299805
2005-09-12,55.210975646972656
2005-09-13,55.34621047973633
2005-09-14,55.28669357299805
2005-09-15,55.15144348144531
2005-09-16,55.0269660949707
2005-09-19,55.075687408447266
2005-09-20,55.03782272338867
2005-09-21,55.16223907470703
2005-09-22,55.210975646972656
2005-09-23,55.11357498168945
2005-09-26,54.978309631347656
2005-09-27,54.94042205810547
2005-09-28,55.09195327758789
2005-09-29,54.96745300292969
2005-09-30,54.94042205810547
2005-10-03,54.754249572753906
2005-10-04,54.83024215698242
2005-10-05,54.917083740234375
2005-10-06,54.879112243652344
2005-10-07,54.8248176574707
2005-10-10,54.895389556884766
2005-10-11,54.73255157470703
2005-10-12,54.710819244384766
2005-10-13,54.56966018676758
2005-10-14,54.5534553527832
2005-10-17,54.640262603759766
2005-10-18,54.61851501464844
2005-10-19,54.71626663208008
2005-10-20,54.72711181640625
2005-10-21,54.857421875
2005-10-24,54.7434196472168
2005-10-25,54.58053207397461
2005-10-26,54.36346435546875
2005-10-27,54.4882698059082
2005-10-28,54.40140914916992
2005-10-31,54.39602279663086
2005-11-01,54.41448974609375
2005-11-02,54.3654899597168
2005-11-03,54.180267333984375
2005-11-04,54.2347526550293
2005-11-07,54.240177154541016
2005-11-08,54.42538833618164
2005-11-09,54.28377151489258
2005-11-10,54.47444534301758
2005-11-11,54.528926849365234
2005-11-14,54.34370040893555
2005-11-15,54.41998291015625
2005-11-16,54.54524230957031
2005-11-17,54.5616455078125
2005-11-18,54.539825439453125
2005-11-21,54.71415328979492
2005-11-22,54.85578155517578
2005-11-23,54.81770324707031
2005-11-25,54.86665725708008
2005-11-28,54.790409088134766
2005-11-29,54.71415328979492
2005-11-30,54.59978103637695
2005-12-01,54.52259826660156
2005-12-02,54.52259826660156
2005-12-05,54.54999923706055
2005-12-06,54.64297866821289
2005-12-07,54.57188034057617
2005-12-08,54.85078430175781
2005-12-09,54.66484451293945
2005-12-12,54.54999923706055
2005-12-13,54.7578125
2005-12-14,54.90544891357422
2005-12-15,54.85078430175781
2005-12-16,54.84529495239258
2005-12-19,54.889034271240234
2005-12-20,54.90544891357422
2005-12-21,54.90544891357422
2005-12-22,55.02574157714844
2005-12-23,55.1679573059082
2005-12-27,55.310123443603516
2005-12-28,55.114688873291016
2005-12-29,55.153114318847656
2005-12-30,55.2189826965332
2006-01-03,55.246456146240234
2006-01-04,55.378173828125
2006-01-05,55.378173828125
2006-01-06,55.25199890136719
2006-01-09,55.312313079833984
2006-01-10,55.202484130859375
2006-01-11,55.164085388183594
2006-01-12,55.30682373046875
2006-01-13,55.460487365722656
2006-01-17,55.48796463012695
2006-01-18,55.55385971069336
2006-01-19,55.47151184082031
2006-01-20,55.498966217041016
2006-01-23,55.498966217041016
2006-01-24,55.4056396484375
2006-01-25,55.26840591430664
2006-01-26,55.098243713378906
2006-01-27,55.16963577270508
2006-01-30,55.17512893676758
2006-01-31,55.186058044433594
2006-02-01,55.03236389160156
2006-02-02,55.070945739746094
2006-02-03,55.22520446777344
2006-02-06,55.21414566040039
2006-02-07,55.175567626953125
2006-02-08,55.148048400878906
2006-02-09,55.1811408996582
2006-02-10,55.0654182434082
2006-02-13,55.10396957397461
2006-02-14,55.01578903198242
2006-02-15,55.07643127441406
2006-02-16,55.02128982543945
2006-02-17,55.24723434448242
2006-02-21,55.043312072753906
2006-02-22,55.26375961303711
2006-02-23,55.2307014465332
2006-02-24,55.2747688293457
2006-02-27,55.15903091430664
2006-02-28,55.2747688293457
2006-03-01,55.27647018432617
2006-03-02,55.13814163208008
2006-03-03,55.02756118774414
2006-03-06,54.723358154296875
2006-03-07,54.86161804199219
2006-03-08,54.889312744140625
2006-03-09,54.81741714477539
2006-03-10,54.839534759521484
2006-03-13,54.93907928466797
2006-03-14,55.12156295776367
2006-03-15,54.972259521484375
2006-03-16,55.20456314086914
2006-03-17,55.08286666870117
2006-03-20,55.06072235107422
2006-03-21,54.916954040527344
2006-03-22,55.016475677490234
2006-03-23,54.972259521484375
2006-03-24,55.06625747680664
2006-03-27,55.11053466796875
2006-03-28,54.972259521484375
2006-03-29,54.86161804199219
2006-03-30,54.61280822753906
2006-03-31,54.7952995300293
2006-04-03,54.74140548706055
2006-04-04,54.813594818115234
2006-04-05,54.852481842041016
2006-04-06,54.80802917480469
2006-04-07,54.624839782714844
2006-04-10,54.57490158081055
2006-04-11,54.68589782714844
2006-04-12,54.635948181152344
2006-04-13,54.52490234375
2006-04-17,54.61371612548828
2006-04-18,54.57490158081055
2006-04-19,54.624839782714844
2006-04-20,54.54156494140625
2006-04-21,54.5360107421875
2006-04-24,54.74140548706055
2006-04-25,54.558258056640625
2006-04-26,54.46381378173828
2006-04-27,54.591495513916016
2006-04-28,54.71367263793945
2006-05-01,54.49909210205078
2006-05-02,54.55485916137695
2006-05-03,54.515785217285156
2006-05-04,54.48794937133789
2006-05-05,54.58827209472656
2006-05-08,54.62727737426758
2006-05-09,54.59943771362305
2006-05-10,54.53807830810547
2006-05-11,54.50464630126953
2006-05-12,54.38764953613281
2006-05-15,54.421051025390625
2006-05-16,54.68855667114258
2006-05-17,54.53258514404297
2006-05-18,54.76101303100586
2006-05-19,54.74989700317383
2006-05-22,54.76101303100586
2006-05-23,54.61056900024414
2006-05-24,54.62169647216797
2006-05-25,54.616153717041016
2006-05-26,54.850215911865234
2006-05-30,54.727596282958984
2006-05-31,54.60498046875
2006-06-01,54.56193923950195
2006-06-02,54.98157501220703
2006-06-05,54.8025016784668
2006-06-06,54.9479866027832
2006-06-07,54.774559020996094
2006-06-08,54.95917510986328
2006-06-09,55.03742980957031
2006-06-12,54.869632720947266
2006-06-13,55.026268005371094
2006-06-14,54.81926345825195
2006-06-15,54.72971725463867
2006-06-16,54.69620132446289
2006-06-19,54.550743103027344
2006-06-20,54.584285736083984
2006-06-21,54.60107421875
2006-06-22,54.36610794067383
2006-06-23,54.394065856933594
2006-06-26,54.23739242553711
2006-06-27,54.38848114013672
2006-06-28,54.33250427246094
2006-06-29,54.522743225097656
2006-06-30,54.51713943481445
2006-07-03,54.60028076171875
2006-07-05,54.43738555908203
2006-07-06,54.487937927246094
2006-07-07,54.69016647338867
2006-07-10,54.740745544433594
2006-07-11,54.83057403564453
2006-07-12,54.86432647705078
2006-07-13,54.909236907958984
2006-07-14,54.98225402832031
2006-07-17,54.86432647705078
2006-07-18,54.82500076293945
2006-07-19,55.03843688964844
2006-07-20,55.0946159362793
2006-07-21,55.06092071533203
2006-07-24,55.145145416259766
2006-07-25,55.10024642944336
2006-07-26,55.1338996887207
2006-07-27,55.22382354736328
2006-07-28,55.34178161621094
2006-07-31,55.27434539794922
2006-08-01,55.409210205078125
2006-08-02,55.43174362182617
2006-08-03,55.443023681640625
2006-08-04,55.61787033081055
2006-08-07,55.623512268066406
2006-08-08,55.623512268066406
2006-08-09,55.66865921020508
2006-08-10,55.640445709228516
2006-08-11,55.54458236694336
2006-08-14,55.48252487182617
2006-08-15,55.61787033081055
2006-08-16,55.80400085449219
2006-08-17,55.809669494628906
2006-08-18,55.849159240722656
2006-08-21,55.98456954956055
2006-08-22,55.99581527709961
2006-08-23,55.97320556640625
2006-08-24,55.96761703491211
2006-08-25,56.02402114868164
2006-08-28,55.97320556640625
2006-08-29,55.99581527709961
2006-08-30,56.08039093017578
2006-08-31,56.15373611450195
2006-09-01,56.161128997802734
2006-09-05,56.09312057495117
2006-09-06,56.10446548461914
2006-09-07,56.087547302246094
2006-09-08,56.161128997802734
2006-09-11,56.121482849121094
2006-09-12,56.25735855102539
2006-09-13,56.30266189575195
2006-09-14,56.223426818847656
2006-09-15,56.20646286010742
2006-09-18,56.19505310058594
2006-09-19,56.32535934448242
2006-09-20,56.38761901855469
2006-09-21,56.631168365478516
2006-09-22,56.66507339477539
2006-09-25,56.77837371826172
2006-09-26,56.772705078125
2006-09-27,56.750125885009766
2006-09-28,56.767086029052734
2006-09-29,56.72175979614258
2006-10-02,56.77520751953125
2006-10-03,56.763858795166016
2006-10-04,56.985679626464844
2006-10-05,56.80934524536133
2006-10-06,56.598960876464844
2006-10-09,56.71836853027344
2006-10-10,56.4965705871582
2006-10-11,56.43401336669922
2006-10-12,56.49085235595703
2006-10-13,56.348724365234375
2006-10-16,56.43974685668945
2006-10-17,56.525047302246094
2006-10-18,56.59320068359375
2006-10-19,56.56483840942383
2006-10-20,56.54774856567383
2006-10-23,56.382843017578125
2006-10-24,56.445404052734375
2006-10-25,56.58188247680664
2006-10-26,56.77520751953125
2006-10-27,56.88896942138672
2006-10-30,56.900272369384766
2006-10-31,57.11072540283203
2006-11-01,57.20896530151367
2006-11-02,57.14616394042969
2006-11-03,56.849212646484375
2006-11-06,56.849212646484375
2006-11-07,56.991947174072266
2006-11-08,57.14616394042969
2006-11-09,57.16333770751953
2006-11-10,57.2889518737793
2006-11-13,57.220394134521484
2006-11-14,57.30030822753906
2006-11-15,57.19186019897461
2006-11-16,57.140464782714844
2006-11-17,57.2889518737793
2006-11-20,57.32891082763672
2006-11-21,57.40312576293945
2006-11-22,57.4830207824707
2006-11-24,57.50018310546875
2006-11-27,57.47166061401367
2006-11-28,57.625850677490234
2006-11-29,57.5401496887207
2006-11-30,57.71723937988281
2006-12-01,57.824974060058594
2006-12-04,57.8823356628418
2006-12-05,57.847930908203125
2006-12-06,57.802040100097656
2006-12-07,57.75048828125
2006-12-08,57.63006591796875
2006-12-11,57.61859130859375
2006-12-12,57.77912521362305
2006-12-13,57.601375579833984
2006-12-14,57.521114349365234
2006-12-15,57.509666442871094
2006-12-18,57.54405212402344
2006-12-19,57.584190368652344
2006-12-20,57.561241149902344
2006-12-21,57.67593002319336
2006-12-22,57.62435531616211
2006-12-26,57.607112884521484
2006-12-27,57.45118713378906
2006-12-28,57.376346588134766
2006-12-29,57.370567321777344
2007-01-03,57.491458892822266
2007-01-04,57.61233139038086
2007-01-05,57.572025299072266
2007-01-08,57.606529235839844
2007-01-09,57.606529235839844
2007-01-10,57.543277740478516
2007-01-11,57.433902740478516
2007-01-12,57.35337829589844
2007-01-16,57.428165435791016
2007-01-17,57.39363479614258
2007-01-18,57.47420120239258
2007-01-19,57.45118713378906
2007-01-22,57.47995376586914
2007-01-23,57.370567321777344
2007-01-24,57.35337829589844
2007-01-25,57.278587341308594
2007-01-26,57.27280044555664
2007-01-29,57.197959899902344
2007-01-30,57.284305572509766
2007-01-31,57.33036422729492
2007-02-01,57.360958099365234
2007-02-02,57.441856384277344
2007-02-05,57.534297943115234
2007-02-06,57.64404296875
2007-02-07,57.71337890625
2007-02-08,57.748046875
2007-02-09,57.61515808105469
2007-02-12,57.55739212036133
2007-02-13,57.5516357421875
2007-02-14,57.77116394042969
2007-02-15,57.852020263671875
2007-02-16,57.89247131347656
2007-02-20,57.9213752746582
2007-02-21,57.915550231933594
2007-02-22,57.79999542236328
2007-02-23,57.93867874145508
2007-02-26,58.06578063964844
2007-02-27,58.30264663696289
2007-02-28,58.262184143066406
2007-03-01,58.252933502197266
2007-03-02,58.374698638916016
2007-03-05,58.339881896972656
2007-03-06,58.29931640625
2007-03-07,58.34567642211914
2007-03-08,58.29350662231445
2007-03-09,58.131141662597656
2007-03-12,58.31087112426758
2007-03-13,58.461708068847656
2007-03-14,58.39209747314453
2007-03-15,58.32828140258789
2007-03-16,58.33412551879883
2007-03-19,58.29350662231445
2007-03-20,58.35145950317383
2007-03-21,58.4268798828125
2007-03-22,58.31669998168945
2007-03-23,58.23551940917969
2007-03-26,58.200767517089844
2007-03-27,58.21233367919922
2007-03-28,58.24131774902344
2007-03-29,58.1485595703125
2007-03-30,58.1485595703125
2007-04-02,58.22361373901367
2007-04-03,58.165428161621094
2007-04-04,58.22947311401367
2007-04-05,58.17707824707031
2007-04-09,57.95576095581055
2007-04-10,58.04315185546875
2007-04-11,58.00822830200195
2007-04-12,58.07810592651367
2007-04-13,57.98492431640625
2007-04-16,58.101375579833984
2007-04-17,58.27024459838867
2007-04-18,58.35755157470703
2007-04-19,58.334259033203125
2007-04-20,58.305118560791016
2007-04-23,58.36332702636719
2007-04-24,58.39248275756836
2007-04-25,58.415775299072266
2007-04-26,58.305118560791016
2007-04-27,58.293460845947266
2007-04-30,58.4914436340332
2007-05-01,58.45756530761719
2007-05-02,58.475135803222656
2007-05-03,58.41082763671875
2007-05-04,58.48681640625
2007-05-07,58.54529571533203
2007-05-08,58.4809455871582
2007-05-09,58.41082763671875
2007-05-10,58.51013946533203
2007-05-11,58.393287658691406
2007-05-14,58.40493392944336
2007-05-15,58.38155746459961
2007-05-16,58.393287658691406
2007-05-17,58.29389572143555
2007-05-18,58.12441635131836
2007-05-21,58.24134063720703
2007-05-22,58.12441635131836
2007-05-23,58.0776481628418
2007-05-24,58.101051330566406
2007-05-25,58.071815490722656
2007-05-29,58.013370513916016
2007-05-30,58.08348846435547
2007-05-31,57.954978942871094
2007-06-01,57.8950309753418
2007-06-04,57.96550369262695
2007-06-05,57.80118942260742
2007-06-06,57.824642181396484
2007-06-07,57.425437927246094
2007-06-08,57.35504913330078
2007-06-11,57.396060943603516
2007-06-12,57.0556526184082
2007-06-13,57.14366912841797
2007-06-14,57.255218505859375
