Date,MCHI
2012-02-03,35.08014678955078
2012-02-06,34.59153747558594
2012-02-07,34.58390426635742
2012-02-08,35.354984283447266
2012-02-09,35.324440002441406
2012-02-10,34.194549560546875
2012-02-13,34.744224548339844
2012-02-14,34.49991989135742
2012-02-15,35.10304260253906
2012-02-16,35.53820037841797
2012-02-17,35.58401870727539
2012-02-21,35.316810607910156
2012-02-22,35.690887451171875
2012-02-23,35.53057861328125
2012-02-24,35.73670959472656
2012-02-27,35.393150329589844
2012-02-28,35.78251266479492
2012-02-29,35.667999267578125
2012-03-01,35.774871826171875
2012-03-02,35.690887451171875
2012-03-05,34.94272232055664
2012-03-06,33.62197494506836
2012-03-07,33.8586311340332
2012-03-08,34.69077682495117
2012-03-09,35.09541320800781
2012-03-12,34.80530548095703
2012-03-13,35.74434280395508
2012-03-14,34.81294250488281
2012-03-15,35.064876556396484
2012-03-16,35.057228088378906
2012-03-19,34.38541030883789
2012-03-20,33.71358108520508
2012-03-21,33.690673828125
2012-03-22,33.3089485168457
2012-03-23,33.44637680053711
2012-03-26,33.76702117919922
2012-03-27,33.76702117919922
2012-03-28,33.24787521362305
2012-03-29,32.80509567260742
2012-03-30,33.224979400634766
2012-04-02,33.66777038574219
2012-04-03,33.68304443359375
2012-04-04,33.31658935546875
2012-04-05,33.86626434326172
2012-04-09,33.270782470703125
2012-04-10,32.68294906616211
2012-04-11,33.064659118652344
2012-04-12,34.202186584472656
2012-04-13,33.93497848510742
2012-04-16,33.583805084228516
2012-04-17,34.1258430480957
2012-04-18,34.095298767089844
2012-04-19,33.957881927490234
2012-04-20,34.33960723876953
2012-04-23,33.560882568359375
2012-04-24,33.629600524902344
2012-04-25,33.8586311340332
2012-04-26,34.31669998168945
2012-04-27,34.362510681152344
2012-04-30,34.240352630615234
2012-05-01,34.64497756958008
2012-05-02,34.64497756958008
2012-05-03,34.461753845214844
2012-05-04,33.942623138427734
2012-05-07,33.65251159667969
2012-05-08,33.07228469848633
2012-05-09,32.76691436767578
2012-05-10,32.51498031616211
2012-05-11,32.30884552001953
2012-05-14,31.575942993164062
2012-05-15,31.46906280517578
2012-05-16,30.896482467651367
2012-05-17,30.415510177612305
2012-05-18,30.25519561767578
2012-05-21,30.835407257080078
2012-05-22,30.804872512817383
2012-05-23,30.57583999633789
2012-05-24,30.239925384521484
2012-05-25,30.102500915527344
2012-05-29,31.125513076782227
2012-05-30,30.774333953857422
2012-05-31,30.995723724365234
2012-06-01,30.285724639892578
2012-06-04,30.133041381835938
2012-06-05,30.148313522338867
2012-06-06,30.927019119262695
2012-06-07,31.29347801208496
2012-06-08,30.65218162536621
2012-06-11,30.621639251708984
2012-06-12,31.331642150878906
2012-06-13,31.21712875366211
2012-06-14,31.35453224182129
2012-06-15,31.797340393066406
2012-06-18,32.07217788696289
2012-06-19,32.438629150390625
2012-06-20,32.23250198364258
2012-06-21,30.868947982788086
2012-06-22,30.970186233520508
2012-06-25,30.29268455505371
2012-06-26,30.56523895263672
2012-06-27,31.110347747802734
2012-06-28,30.75992202758789
2012-06-29,31.857942581176758
2012-07-02,31.89687728881836
2012-07-03,32.38747787475586
2012-07-05,32.216148376464844
2012-07-06,31.702190399169922
2012-07-09,31.289466857910156
2012-07-10,30.783279418945312
2012-07-11,31.040273666381836
2012-07-12,30.596385955810547
2012-07-13,30.985748291015625
2012-07-16,30.93124008178711
2012-07-17,31.47635269165039
2012-07-18,31.23494529724121
2012-07-19,31.61652183532715
2012-07-20,31.063629150390625
2012-07-23,30.674257278442383
2012-07-24,30.495153427124023
2012-07-25,30.39391326904297
2012-07-26,30.977964401245117
2012-07-27,31.826793670654297
2012-07-30,31.54644203186035
2012-07-31,31.733341217041016
2012-08-01,31.865718841552734
2012-08-02,31.507505416870117
2012-08-03,32.26288604736328
2012-08-06,32.403053283691406
2012-08-07,32.61330032348633
2012-08-08,32.527645111083984
2012-08-09,32.69118118286133
2012-08-10,32.62887954711914
2012-08-13,32.348541259765625
2012-08-14,32.37189865112305
2012-08-15,32.325172424316406
2012-08-16,32.216148376464844
2012-08-17,32.24730682373047
2012-08-20,32.23950958251953
2012-08-21,32.130489349365234
2012-08-22,32.03703689575195
2012-08-23,31.951393127441406
2012-08-24,31.811201095581055
2012-08-27,31.445205688476562
2012-08-28,31.398488998413086
2012-08-29,31.336179733276367
2012-08-30,30.822219848632812
2012-08-31,30.954599380493164
2012-09-04,30.650901794433594
2012-09-05,30.308258056640625
2012-09-06,30.962383270263672
2012-09-07,31.709978103637695
2012-09-10,31.351760864257812
2012-09-11,31.624317169189453
2012-09-12,31.90464973449707
2012-09-13,32.68339538574219
2012-09-14,33.10389709472656
2012-09-17,32.68339538574219
2012-09-18,32.558799743652344
2012-09-19,32.90142822265625
2012-09-20,32.50428771972656
2012-09-21,32.730125427246094
2012-09-24,32.706756591796875
2012-09-25,32.27066421508789
2012-09-26,31.990320205688477
2012-09-27,32.79241943359375
2012-09-28,32.706756591796875
2012-10-01,32.98710250854492
2012-10-02,33.0026741027832
2012-10-03,32.96372604370117
2012-10-04,33.251861572265625
2012-10-05,33.41539001464844
2012-10-08,33.06496047973633
2012-10-09,32.90142822265625
2012-10-10,33.10389709472656
2012-10-11,33.73467254638672
2012-10-12,33.89042282104492
2012-10-15,34.01502227783203
2012-10-16,34.33430480957031
2012-10-17,34.74703598022461
2012-10-18,34.75482177734375
2012-10-19,34.50563049316406
2012-10-22,34.99623107910156
2012-10-23,34.38102340698242
2012-10-24,34.72366714477539
2012-10-25,34.9261360168457
2012-10-26,34.5134162902832
2012-10-31,34.544559478759766
2012-11-01,35.57249069213867
2012-11-02,35.401161193847656
2012-11-05,35.79832458496094
2012-11-06,35.96964645385742
2012-11-07,35.17532730102539
2012-11-08,34.575714111328125
2012-11-09,34.614646911621094
2012-11-12,34.83268356323242
2012-11-13,34.30315017700195
2012-11-14,34.01502227783203
2012-11-15,33.976078033447266
2012-11-16,33.95271682739258
2012-11-19,34.72366714477539
2012-11-20,34.3965950012207
2012-11-21,34.67695236206055
2012-11-23,35.401161193847656
2012-11-26,35.31550598144531
2012-11-27,34.91056823730469
2012-11-28,35.04294967651367
2012-11-29,35.136390686035156
2012-11-30,35.260986328125
2012-12-03,34.98844909667969
2012-12-04,35.16754913330078
2012-12-05,36.078670501708984
2012-12-06,36.18768310546875
2012-12-07,36.21883010864258
2012-12-10,36.56148147583008
2012-12-11,36.55369567871094
2012-12-12,36.63935470581055
2012-12-13,36.281131744384766
2012-12-14,36.80288314819336
2012-12-17,36.88075637817383
2012-12-18,37.007938385009766
2012-12-19,36.96112823486328
2012-12-20,37.31224822998047
2012-12-21,36.84408950805664
2012-12-24,36.750450134277344
2012-12-26,37.101566314697266
2012-12-27,37.09376907348633
2012-12-28,37.11717224121094
2012-12-31,37.84282684326172
2013-01-02,39.01322555541992
2013-01-03,38.8415641784668
2013-01-04,38.81814956665039
2013-01-07,38.62308883666992
2013-01-08,38.084712982177734
2013-01-09,38.41241455078125
2013-01-10,38.86497116088867
2013-01-11,38.42801284790039
2013-01-14,38.513851165771484
2013-01-15,38.513851165771484
2013-01-16,38.58407974243164
2013-01-17,38.701114654541016
2013-01-18,38.849365234375
2013-01-22,38.91177749633789
2013-01-23,38.73231506347656
2013-01-24,38.76353454589844
2013-01-25,38.34999465942383
2013-01-28,38.225154876708984
2013-01-29,38.825950622558594
2013-01-30,38.849365234375
2013-01-31,38.685508728027344
2013-02-01,38.95859146118164
2013-02-04,37.99107360839844
2013-02-05,38.14712905883789
2013-02-06,38.084712982177734
2013-02-07,37.42928695678711
2013-02-08,37.89744186401367
2013-02-11,37.858428955078125
2013-02-12,37.88184356689453
2013-02-13,38.13932418823242
2013-02-14,38.16273498535156
2013-02-15,38.287574768066406
2013-02-19,37.60873794555664
2013-02-20,37.26542282104492
2013-02-21,36.719242095947266
2013-02-22,36.75825881958008
2013-02-25,36.18086624145508
2013-02-26,36.21207809448242
2013-02-27,36.68803024291992
2013-02-28,36.95331954956055
2013-03-01,36.80506896972656
2013-03-04,36.25107955932617
2013-03-05,36.56318664550781
2013-03-06,36.719242095947266
2013-03-07,36.84408950805664
2013-03-08,37.281036376953125
2013-03-11,36.84408950805664
2013-03-12,36.22767639160156
2013-03-13,35.58005905151367
2013-03-14,36.110633850097656
2013-03-15,35.689292907714844
2013-03-18,35.05728530883789
2013-03-19,34.7841796875
2013-03-20,35.62687301635742
2013-03-21,35.2601432800293
2013-03-22,35.40839767456055
2013-03-25,35.174312591552734
2013-03-26,35.61906814575195
2013-03-27,35.67369079589844
2013-03-28,35.353782653808594
2013-04-01,34.95584487915039
2013-04-02,35.002662658691406
2013-04-03,34.48768997192383
2013-04-04,34.51890563964844
2013-04-05,34.191184997558594
2013-04-08,34.23019790649414
2013-04-09,34.737369537353516
2013-04-10,35.002662658691406
2013-04-11,34.862205505371094
2013-04-12,34.550106048583984
2013-04-15,33.559165954589844
2013-04-16,34.175575256347656
2013-04-17,33.5435676574707
2013-04-18,33.66841125488281
2013-04-19,34.643741607666016
2013-04-22,34.97145080566406
2013-04-23,34.83880615234375
2013-04-24,35.15091323852539
2013-04-25,35.52543640136719
2013-04-26,35.291358947753906
2013-04-29,35.72831344604492
2013-04-30,36.04041290283203
2013-05-01,35.52543640136719
2013-05-02,35.74391174316406
2013-05-03,36.09503173828125
2013-05-06,36.21207809448242
2013-05-07,36.61780548095703
2013-05-08,36.96112823486328
2013-05-09,36.625614166259766
2013-05-10,36.78165817260742
2013-05-13,36.235477447509766
2013-05-14,36.27450180053711
2013-05-15,36.31351089477539
2013-05-16,36.110633850097656
2013-05-17,36.50077438354492
2013-05-20,36.85969543457031
2013-05-21,36.7270393371582
2013-05-22,36.07943344116211
2013-05-23,35.87656021118164
2013-05-24,35.28356170654297
2013-05-28,35.89216232299805
2013-05-29,35.47862243652344
2013-05-30,35.58785629272461
2013-05-31,34.92462921142578
2013-06-03,35.37718963623047
2013-06-04,34.979251861572266
2013-06-05,34.49549102783203
2013-06-06,34.76858901977539
2013-06-07,34.50328826904297
2013-06-10,34.12095642089844
2013-06-11,33.58258056640625
2013-06-12,33.481136322021484
2013-06-13,33.847869873046875
2013-06-14,32.958370208740234
2013-06-17,33.488948822021484
2013-06-18,33.50455093383789
2013-06-19,32.56043243408203
2013-06-20,31.3042049407959
2013-06-21,31.670928955078125
2013-06-24,30.90627670288086
2013-06-25,31.382240295410156
2013-06-26,32.061073303222656
2013-06-27,32.416282653808594
2013-06-28,32.61582946777344
2013-07-01,32.52005386352539
2013-07-02,32.06505584716797
2013-07-03,31.793659210205078
2013-07-05,31.921384811401367
2013-07-08,32.081024169921875
2013-07-09,32.20873260498047
2013-07-10,32.144874572753906
2013-07-11,33.78923416137695
2013-07-12,33.10275650024414
2013-07-15,33.44601058959961
2013-07-16,33.61363220214844
2013-07-17,33.65353775024414
2013-07-18,33.44601058959961
2013-07-19,33.52582550048828
2013-07-22,33.62959289550781
2013-07-23,34.4757080078125
2013-07-24,34.19633865356445
2013-07-25,34.48371505737305
2013-07-26,34.54756546020508
2013-07-29,34.092567443847656
2013-07-30,34.10853576660156
2013-07-31,33.97283172607422
2013-08-01,34.771060943603516
2013-08-02,34.85088348388672
2013-08-05,34.52361297607422
2013-08-06,34.3080940246582
2013-08-07,33.773284912109375
2013-08-08,34.347999572753906
2013-08-09,34.499664306640625
2013-08-12,35.46552276611328
2013-08-13,35.968414306640625
2013-08-14,36.056217193603516
2013-08-15,35.72894287109375
2013-08-16,35.64912414550781
2013-08-19,35.48149108886719
2013-08-20,35.082374572753906
2013-08-21,34.4517822265625
2013-08-22,35.29790115356445
2013-08-23,35.265968322753906
2013-08-26,35.17816925048828
2013-08-27,34.6593132019043
2013-08-28,34.63536834716797
2013-08-29,34.70720672607422
2013-08-30,34.890811920166016
2013-09-03,35.704986572265625
2013-09-04,36.23982238769531
2013-09-05,36.63893508911133
2013-09-06,36.80656051635742
2013-09-09,37.644710540771484
2013-09-10,38.15557861328125
2013-09-11,37.79637145996094
2013-09-12,37.357337951660156
2013-09-13,37.596824645996094
2013-09-16,37.85224533081055
2013-09-17,37.66865539550781
2013-09-18,38.44293975830078
2013-09-19,38.14759826660156
2013-09-20,37.70858383178711
2013-09-23,38.02785873413086
2013-09-24,37.596824645996094
2013-09-25,37.39725112915039
2013-09-26,37.357337951660156
2013-09-27,37.19769287109375
2013-09-30,36.7586669921875
2013-10-01,37.26156234741211
2013-10-02,37.34138870239258
2013-10-03,37.20568084716797
2013-10-04,37.72453308105469
2013-10-07,37.34138870239258
2013-10-08,37.26953887939453
2013-10-09,37.48506164550781
2013-10-10,38.01189041137695
2013-10-11,38.203468322753906
2013-10-14,38.37908172607422
2013-10-15,37.89215850830078
2013-10-16,38.05180740356445
2013-10-17,37.948036193847656
2013-10-18,38.03583908081055
2013-10-21,38.195491790771484
2013-10-22,38.17155075073242
2013-10-23,37.030067443847656
2013-10-24,36.62297439575195
2013-10-25,36.62297439575195
2013-10-28,36.686824798583984
2013-10-29,37.04603576660156
2013-10-30,37.42121124267578
2013-10-31,37.47708511352539
2013-11-01,37.73250961303711
2013-11-04,37.804351806640625
2013-11-05,37.4132194519043
2013-11-06,37.357337951660156
2013-11-07,36.7586669921875
2013-11-08,36.83051681518555
2013-11-11,37.03805160522461
2013-11-12,36.78261947631836
2013-11-13,36.59104919433594
2013-11-14,36.998138427734375
2013-11-15,38.45890808105469
2013-11-18,39.488624572753906
2013-11-19,39.392845153808594
2013-11-20,38.99372482299805
2013-11-21,39.14539337158203
2013-11-22,39.392845153808594
2013-11-25,38.6983757019043
2013-11-26,39.04161834716797
2013-11-27,39.80791473388672
2013-11-29,39.8159065246582
2013-12-02,39.27311325073242
2013-12-03,39.0655632019043
2013-12-04,39.32099533081055
2013-12-05,39.12144470214844
2013-12-06,39.87976837158203
2013-12-09,39.66423416137695
2013-12-10,39.62431716918945
2013-12-11,38.4908332824707
2013-12-12,38.195491790771484
2013-12-13,38.45890808105469
2013-12-16,38.42697525024414
2013-12-17,37.92408752441406
2013-12-18,38.56483459472656
2013-12-19,37.79499053955078
2013-12-20,37.546382904052734
2013-12-23,37.50628662109375
2013-12-24,38.09971237182617
2013-12-26,37.81102752685547
2013-12-27,38.41246795654297
2013-12-30,38.26010513305664
2013-12-31,38.66908264160156
2014-01-02,37.530338287353516
2014-01-03,37.16947555541992
2014-01-06,36.60813522338867
2014-01-07,36.62416076660156
2014-01-08,37.009090423583984
2014-01-09,36.503875732421875
2014-01-10,37.12937927246094
2014-01-13,36.48783493041992
2014-01-14,36.9930534362793
2014-01-15,36.92088317871094
2014-01-16,36.69633483886719
2014-01-17,36.69633483886719
2014-01-21,36.6562385559082
2014-01-22,37.36995315551758
2014-01-23,36.070831298828125
2014-01-24,35.0283203125
2014-01-27,34.91604995727539
2014-01-28,35.268898010253906
2014-01-29,35.14862060546875
2014-01-30,35.22880935668945
2014-01-31,35.212764739990234
2014-02-03,34.29856491088867
2014-02-04,34.75566864013672
2014-02-05,34.36271286010742
2014-02-06,34.87595748901367
2014-02-07,35.100494384765625
2014-02-10,34.86793518066406
2014-02-11,35.92647933959961
2014-02-12,35.886390686035156
2014-02-13,36.13498306274414
2014-02-14,36.423683166503906
2014-02-18,36.36754608154297
2014-02-19,36.471797943115234
2014-02-20,36.30339431762695
2014-02-21,36.37555694580078
2014-02-24,35.98261642456055
2014-02-25,35.36512756347656
2014-02-26,35.5255241394043
2014-02-27,36.44773483276367
2014-02-28,36.30339431762695
2014-03-03,35.93450164794922
2014-03-04,36.34348678588867
2014-03-05,35.990638732910156
2014-03-06,36.38357925415039
2014-03-07,35.92647933959961
2014-03-10,35.421268463134766
2014-03-11,34.96416091918945
2014-03-12,34.84388732910156
2014-03-13,34.06600570678711
2014-03-14,34.01789093017578
2014-03-17,34.09807586669922
2014-03-18,34.64340591430664
2014-03-19,34.162235260009766
2014-03-20,34.00985336303711
2014-03-21,34.779720306396484
2014-03-24,35.04435729980469
2014-03-25,35.29295349121094
2014-03-26,35.20473861694336
2014-03-27,35.38117218017578
2014-03-28,36.03074264526367
2014-03-31,36.07884979248047
2014-04-01,36.36754608154297
2014-04-02,36.46377944946289
2014-04-03,36.38357925415039
2014-04-04,36.07884979248047
2014-04-07,36.19111633300781
2014-04-08,36.63218307495117
2014-04-09,37.12937927246094
2014-04-10,37.209571838378906
2014-04-11,36.80058670043945
2014-04-14,36.792572021484375
2014-04-15,35.87837219238281
2014-04-16,36.319419860839844
2014-04-17,36.431705474853516
2014-04-21,36.19914627075195
2014-04-22,35.998653411865234
2014-04-23,35.653839111328125
2014-04-24,35.64580535888672
2014-04-25,35.33306121826172
2014-04-28,34.96416091918945
2014-04-29,35.41324996948242
2014-04-30,35.1566276550293
2014-05-01,35.212764739990234
2014-05-02,35.38117218017578
2014-05-05,35.060394287109375
2014-05-06,35.06840896606445
2014-05-07,34.95615005493164
2014-05-08,34.76367950439453
2014-05-09,34.715576171875
2014-05-12,35.49344253540039
2014-05-13,35.64580535888672
2014-05-14,35.990638732910156
2014-05-15,35.87837219238281
2014-05-16,36.15102005004883
2014-05-19,36.03875732421875
2014-05-20,35.886390686035156
2014-05-21,36.29536819458008
2014-05-22,36.69633483886719
2014-05-23,36.73643493652344
2014-05-27,36.56000900268555
2014-05-28,36.80860900878906
2014-05-29,36.77653121948242
2014-05-30,36.77653121948242
2014-06-02,37.06521987915039
2014-06-03,37.41807556152344
2014-06-04,37.08127212524414
2014-06-05,37.36995315551758
2014-06-06,37.2015495300293
2014-06-09,37.538368225097656
2014-06-10,37.80299758911133
2014-06-11,37.538368225097656
2014-06-12,37.5223274230957
2014-06-13,37.98744583129883
2014-06-16,37.883209228515625
2014-06-17,37.883209228515625
2014-06-18,38.06763458251953
2014-06-19,37.73082733154297
2014-06-20,37.67469024658203
2014-06-23,37.217594146728516
2014-06-24,37.08127212524414
2014-06-25,37.36479949951172
2014-06-26,37.747737884521484
2014-06-27,37.84550476074219
2014-06-30,37.780330657958984
2014-07-01,38.0491943359375
2014-07-02,38.57064437866211
2014-07-03,38.95357894897461
2014-07-07,39.05950164794922
2014-07-08,38.83951187133789
2014-07-09,38.701011657714844
2014-07-10,38.464725494384766
2014-07-11,38.635826110839844
2014-07-14,39.07578659057617
2014-07-15,39.08395004272461
2014-07-16,39.32837677001953
2014-07-17,38.75802993774414
2014-07-18,39.018760681152344
2014-07-21,39.035057067871094
2014-07-22,39.76833724975586
2014-07-23,40.175716400146484
2014-07-24,40.558658599853516
2014-07-25,40.550498962402344
2014-07-28,41.202308654785156
2014-07-29,41.0882453918457
2014-07-30,40.78677749633789
2014-07-31,40.32237243652344
2014-08-01,40.68900680541992
2014-08-04,41.12898635864258
2014-08-05,40.7053108215332
2014-08-06,40.534202575683594
2014-08-07,40.26533508300781
2014-08-08,40.94158935546875
2014-08-11,41.389705657958984
2014-08-12,41.4630241394043
2014-08-13,41.87855911254883
2014-08-14,41.48747634887695
2014-08-15,41.47118377685547
2014-08-18,41.7237548828125
2014-08-19,41.797080993652344
2014-08-20,41.69931411743164
2014-08-21,41.25120162963867
2014-08-22,41.27564239501953
2014-08-25,41.59339141845703
2014-08-26,41.60154342651367
2014-08-27,41.381561279296875
2014-08-28,40.803077697753906
2014-08-29,40.84381866455078
2014-09-02,41.09640121459961
2014-09-03,42.31038284301758
2014-09-04,42.34297180175781
2014-09-05,42.70960998535156
2014-09-08,42.473323822021484
2014-09-09,42.1392822265625
2014-09-10,41.60154342651367
2014-09-11,41.40599822998047
2014-09-12,41.13713455200195
2014-09-15,40.59939193725586
2014-09-16,40.90085220336914
2014-09-17,40.63196563720703
2014-09-18,40.615684509277344
2014-09-19,40.20830535888672
2014-09-22,39.49131774902344
2014-09-23,39.279483795166016
2014-09-24,40.08608627319336
2014-09-25,39.409847259521484
2014-09-26,39.53205871582031
2014-09-29,38.53805160522461
2014-09-30,38.60323715209961
2014-10-01,37.878108978271484
2014-10-02,37.780330657958984
2014-10-03,38.391395568847656
2014-10-06,39.14912796020508
2014-10-07,38.84766387939453
2014-10-08,39.48317337036133
2014-10-09,38.912841796875
2014-10-10,38.17140579223633
2014-10-13,38.3995475769043
2014-10-14,38.44027328491211
2014-10-15,38.26103591918945
2014-10-16,38.122528076171875
2014-10-17,38.513607025146484
2014-10-20,38.61137390136719
2014-10-21,38.73359298706055
2014-10-22,38.64397048950195
2014-10-23,38.86395263671875
2014-10-24,38.96986770629883
2014-10-27,38.55434799194336
2014-10-28,39.48317337036133
2014-10-29,39.605377197265625
2014-10-30,39.637969970703125
2014-10-31,40.094234466552734
2014-11-03,39.83352279663086
2014-11-04,40.004615783691406
2014-11-05,39.75203323364258
2014-11-06,39.678707122802734
2014-11-07,39.556495666503906
2014-11-10,39.61353302001953
2014-11-11,39.735740661621094
2014-11-12,39.70315170288086
2014-11-13,39.94757843017578
2014-11-14,40.7704963684082
2014-11-17,39.654258728027344
2014-11-18,39.27132797241211
2014-11-19,39.06764221191406
2014-11-20,38.831363677978516
2014-11-21,40.19200897216797
2014-11-24,40.16756057739258
2014-11-25,39.89054870605469
2014-11-26,41.00676345825195
2014-11-28,40.558658599853516
2014-12-01,39.53205871582031
2014-12-02,40.34682083129883
2014-12-03,40.110530853271484
2014-12-04,41.06380081176758
2014-12-05,41.4630241394043
2014-12-08,41.039363861083984
2014-12-09,39.75203323364258
2014-12-10,39.53205871582031
2014-12-11,39.776485443115234
