Date,GREK
2012-10-11,36.85541915893555
2012-10-12,37.7779541015625
2012-10-15,39.09257507324219
2012-10-16,40.45332336425781
2012-10-17,41.97550964355469
2012-10-18,41.329734802246094
2012-10-19,41.62956237792969
2012-10-22,43.35932159423828
2012-10-23,41.767940521240234
2012-10-24,42.43678283691406
2012-10-25,42.206146240234375
2012-10-26,41.88325119018555
2012-10-31,37.31668472290039
2012-11-01,34.84889602661133
2012-11-02,36.7401008605957
2012-11-05,38.17003631591797
2012-11-06,38.53905487060547
2012-11-07,38.28535079956055
2012-11-08,35.6099853515625
2012-11-09,37.13218307495117
2012-11-12,34.84889602661133
2012-11-13,35.03340530395508
2012-11-14,35.40242004394531
2012-11-15,35.42548370361328
2012-11-16,35.702239990234375
2012-11-19,37.54731750488281
2012-11-20,37.432003021240234
2012-11-21,37.45507049560547
2012-11-23,39.300140380859375
2012-11-26,39.2078971862793
2012-11-27,38.10084533691406
2012-11-28,36.78622055053711
2012-11-29,36.55559539794922
2012-11-30,36.048194885253906
2012-12-03,36.7401008605957
2012-12-04,36.57865905761719
2012-12-05,36.94767379760742
2012-12-06,37.13218307495117
2012-12-07,36.90155029296875
2012-12-10,37.7548942565918
2012-12-11,39.09257507324219
2012-12-12,39.2078971862793
2012-12-13,38.28535079956055
2012-12-14,39.11564254760742
2012-12-17,38.19309997558594
2012-12-18,38.30842208862305
2012-12-19,39.9228630065918
2012-12-20,40.245750427246094
2012-12-21,40.52250289916992
2012-12-24,40.6378288269043
2012-12-26,40.384117126464844
2012-12-27,41.30168533325195
2012-12-28,40.585208892822266
2012-12-31,41.740821838378906
2013-01-02,42.54975891113281
2013-01-03,42.31863784790039
2013-01-04,43.312461853027344
2013-01-07,43.63603210449219
2013-01-08,43.751590728759766
2013-01-09,43.428016662597656
2013-01-10,43.68225860595703
2013-01-11,44.44496536254883
2013-01-14,43.63603210449219
2013-01-15,42.734642028808594
2013-01-16,42.734642028808594
2013-01-17,43.220008850097656
2013-01-18,43.428016662597656
2013-01-22,44.65297317504883
2013-01-23,45.7392463684082
2013-01-24,44.0982780456543
2013-01-25,45.90102767944336
2013-01-28,45.66990661621094
2013-01-29,45.554351806640625
2013-01-30,45.1152229309082
2013-01-31,44.005821228027344
2013-02-01,44.83786392211914
2013-02-04,43.91337966918945
2013-02-05,45.554351806640625
2013-02-06,46.66374206542969
2013-02-07,46.17838668823242
2013-02-08,46.06282424926758
2013-02-11,44.79165267944336
2013-02-12,46.548179626464844
2013-02-13,45.64680099487305
2013-02-14,45.485015869140625
2013-02-15,45.69303894042969
2013-02-19,46.247718811035156
2013-02-20,45.623695373535156
2013-02-21,42.919551849365234
2013-02-22,44.12139129638672
2013-02-25,40.492759704589844
2013-02-26,42.179962158203125
2013-02-27,43.63603210449219
2013-02-28,43.104454040527344
2013-03-01,42.341739654541016
2013-03-04,41.186126708984375
2013-03-05,41.09367752075195
2013-03-06,40.35408401489258
2013-03-07,39.429588317871094
2013-03-08,40.284751892089844
2013-03-11,39.03667449951172
2013-03-12,39.26780319213867
2013-03-13,40.492759704589844
2013-03-14,40.099849700927734
2013-03-15,40.099849700927734
2013-03-18,38.643775939941406
2013-03-19,37.07213592529297
2013-03-20,38.042850494384766
2013-03-21,37.41881561279297
2013-03-22,38.13530349731445
2013-03-25,37.32637023925781
2013-03-26,35.59294891357422
2013-03-27,33.85952377319336
2013-03-28,34.437339782714844
2013-04-01,33.281715393066406
2013-04-02,33.512840270996094
2013-04-03,33.02748107910156
2013-04-04,33.11993408203125
2013-04-05,33.07370376586914
2013-04-08,33.397281646728516
2013-04-09,36.1014289855957
2013-04-10,37.30325698852539
2013-04-11,38.944236755371094
2013-04-12,38.57443618774414
2013-04-15,37.23392105102539
2013-04-16,37.441932678222656
2013-04-17,36.401878356933594
2013-04-18,37.11835861206055
2013-04-19,37.210811614990234
2013-04-22,38.59754943847656
2013-04-23,37.71928024291992
2013-04-24,38.528202056884766
2013-04-25,40.12295913696289
2013-04-26,40.07674026489258
2013-04-29,40.284751892089844
2013-04-30,40.099849700927734
2013-05-01,40.23851776123047
2013-05-02,41.37103271484375
2013-05-03,42.27240753173828
2013-05-06,42.5728645324707
2013-05-07,42.71154022216797
2013-05-08,45.04589080810547
2013-05-09,44.69919204711914
2013-05-10,43.86716079711914
2013-05-13,45.43879318237305
2013-05-14,46.45573043823242
2013-05-15,48.39716720581055
2013-05-16,49.20608901977539
2013-05-17,51.67911148071289
2013-05-20,47.33400344848633
2013-05-21,46.409507751464844
2013-05-22,45.277008056640625
2013-05-23,44.95343780517578
2013-05-24,45.16144561767578
2013-05-28,44.72230529785156
2013-05-29,43.98271179199219
2013-05-30,41.32480239868164
2013-05-31,40.83944320678711
2013-06-03,42.45730209350586
2013-06-04,40.169193267822266
2013-06-05,39.706939697265625
2013-06-06,40.70077133178711
2013-06-07,41.440364837646484
2013-06-10,39.86872482299805
2013-06-11,38.08907699584961
2013-06-12,36.679222106933594
2013-06-13,37.99662780761719
2013-06-14,38.019744873046875
2013-06-17,37.9735107421875
2013-06-18,38.3202018737793
2013-06-19,38.13530349731445
2013-06-20,35.40804672241211
2013-06-21,34.391109466552734
2013-06-24,34.13687515258789
2013-06-25,35.52361297607422
2013-06-26,34.71467590332031
2013-06-27,34.437339782714844
2013-06-28,35.824066162109375
2013-07-01,35.824066162109375
2013-07-02,34.784019470214844
2013-07-03,34.784019470214844
2013-07-05,35.06135940551758
2013-07-08,36.24009323120117
2013-07-09,35.3618278503418
2013-07-10,35.24626159667969
2013-07-11,35.22315216064453
2013-07-12,34.922698974609375
2013-07-15,34.252437591552734
2013-07-16,35.13070297241211
2013-07-17,35.546722412109375
2013-07-18,36.42498779296875
2013-07-19,36.216976165771484
2013-07-22,36.286319732666016
2013-07-23,36.263206481933594
2013-07-24,36.51744079589844
2013-07-25,36.725440979003906
2013-07-26,37.441932678222656
2013-07-29,38.13530349731445
2013-07-30,37.6268310546875
2013-07-31,38.042850494384766
2013-08-01,38.85178756713867
2013-08-02,40.330963134765625
2013-08-05,40.19229507446289
2013-08-06,39.93806076049805
2013-08-07,40.585208892822266
2013-08-08,41.94883346557617
2013-08-09,42.43419647216797
2013-08-12,42.43419647216797
2013-08-13,41.78705978393555
2013-08-14,41.532814025878906
2013-08-15,40.446537017822266
2013-08-16,41.25546646118164
2013-08-19,39.10601806640625
2013-08-20,39.29091262817383
2013-08-21,38.71310806274414
2013-08-22,39.082908630371094
2013-08-23,40.12295913696289
2013-08-26,39.79938888549805
2013-08-27,37.81172561645508
2013-08-28,37.9735107421875
2013-08-29,39.03667449951172
2013-08-30,38.36642837524414
2013-09-03,39.706939697265625
2013-09-04,40.307857513427734
2013-09-05,40.423423767089844
2013-09-06,40.88566970825195
2013-09-09,42.3648567199707
2013-09-10,42.61909866333008
2013-09-11,43.150672912597656
2013-09-12,43.12757110595703
2013-09-13,43.17378234863281
2013-09-16,43.312461853027344
2013-09-17,43.82093811035156
2013-09-18,45.06899642944336
2013-09-19,44.930320739746094
2013-09-20,43.33557891845703
2013-09-23,43.4742431640625
2013-09-24,44.65297317504883
2013-09-25,45.1152229309082
2013-09-26,44.97654724121094
2013-09-27,45.34634780883789
2013-09-30,44.60675048828125
2013-10-01,45.554351806640625
2013-10-02,45.1152229309082
2013-10-03,45.554351806640625
2013-10-04,47.5420036315918
2013-10-07,49.94569396972656
2013-10-08,47.58823776245117
2013-10-09,48.95185852050781
2013-10-10,49.22920227050781
2013-10-11,48.92874526977539
2013-10-14,49.89945983886719
2013-10-15,49.506553649902344
2013-10-16,49.090538024902344
2013-10-17,51.078189849853516
2013-10-18,53.01962661743164
2013-10-21,53.22763442993164
2013-10-22,53.435646057128906
2013-10-23,51.1013069152832
2013-10-24,52.34937286376953
2013-10-25,53.250755310058594
2013-10-28,52.78850555419922
2013-10-29,51.67911148071289
2013-10-30,51.517333984375
2013-10-31,52.649837493896484
2013-11-01,51.56354522705078
2013-11-04,50.754615783691406
2013-11-05,50.15369415283203
2013-11-06,50.96263885498047
2013-11-07,50.36170959472656
2013-11-08,51.124420166015625
2013-11-11,50.893287658691406
2013-11-12,48.99809265136719
2013-11-13,49.80701446533203
2013-11-14,49.96879959106445
2013-11-15,49.36789321899414
2013-11-18,49.922576904296875
2013-11-19,50.03813552856445
2013-11-20,49.3909912109375
2013-11-21,50.54661178588867
2013-11-22,51.56354522705078
2013-11-25,52.23381805419922
2013-11-26,50.870174407958984
2013-11-27,51.401763916015625
2013-11-29,52.857845306396484
2013-12-02,52.95029067993164
2013-12-03,52.74227523803711
2013-12-04,52.973411560058594
2013-12-05,51.91023635864258
2013-12-06,51.88711929321289
2013-12-09,52.141353607177734
2013-12-10,52.904056549072266
2013-12-11,52.002685546875
2013-12-12,52.256927490234375
2013-12-13,50.73150634765625
2013-12-16,50.50038528442383
2013-12-17,50.22303771972656
2013-12-18,51.42487716674805
2013-12-19,50.823951721191406
2013-12-20,49.3909912109375
2013-12-23,49.252323150634766
2013-12-24,49.714569091796875
2013-12-26,49.80701446533203
2013-12-27,51.83650588989258
2013-12-30,51.90592575073242
2013-12-31,52.13734817504883
2014-01-02,52.60017013549805
2014-01-03,52.067928314208984
2014-01-06,52.322479248046875
2014-01-07,53.71095275878906
2014-01-08,55.145721435546875
2014-01-09,55.46969223022461
2014-01-10,56.256492614746094
2014-01-13,54.659751892089844
2014-01-14,55.40026092529297
2014-01-15,55.81681442260742
2014-01-16,55.215145111083984
2014-01-17,54.19692611694336
2014-01-21,52.484458923339844
2014-01-22,53.039852142333984
2014-01-23,53.15557098388672
2014-01-24,50.28604507446289
2014-01-27,50.147193908691406
2014-01-28,49.84636688232422
2014-01-29,48.92069625854492
2014-01-30,49.915771484375
2014-01-31,50.58687973022461
2014-02-03,50.26290512084961
2014-02-04,51.46624755859375
2014-02-05,52.66959762573242
2014-02-06,53.71095275878906
2014-02-07,54.034934997558594
2014-02-10,53.9886474609375
2014-02-11,54.15064239501953
2014-02-12,54.47462463378906
2014-02-13,54.821746826171875
2014-02-14,54.497764587402344
2014-02-18,55.03000259399414
2014-02-19,53.54895782470703
2014-02-20,54.4283332824707
2014-02-21,53.595245361328125
2014-02-24,52.507606506347656
2014-02-25,54.45146942138672
2014-02-26,55.90938186645508
2014-02-27,56.094512939453125
2014-02-28,56.418479919433594
2014-03-03,54.567176818847656
2014-03-04,57.0895881652832
2014-03-05,56.37220001220703
2014-03-06,56.92759704589844
2014-03-07,57.69126510620117
2014-03-10,58.154075622558594
2014-03-11,58.24666213989258
2014-03-12,58.292938232421875
2014-03-13,56.46476364135742
2014-03-14,57.15900421142578
2014-03-17,59.380584716796875
2014-03-18,59.4268684387207
2014-03-19,57.922664642333984
2014-03-20,59.010311126708984
2014-03-21,55.93251419067383
2014-03-24,57.15900421142578
2014-03-25,57.8995246887207
2014-03-26,56.39533996582031
2014-03-27,56.53419494628906
2014-03-28,56.92759704589844
2014-03-31,56.85816955566406
2014-04-01,57.15900421142578
2014-04-02,57.853233337402344
2014-04-03,56.8118896484375
2014-04-04,55.93251419067383
2014-04-07,54.89115905761719
2014-04-08,55.37712478637695
2014-04-09,55.93251419067383
2014-04-10,54.12748718261719
2014-04-11,53.757240295410156
2014-04-14,51.9753532409668
2014-04-15,50.37861251831055
2014-04-16,52.507606506347656
2014-04-17,54.22006607055664
2014-04-21,54.01178741455078
2014-04-22,54.12748718261719
2014-04-23,53.10927200317383
2014-04-24,53.54895782470703
2014-04-25,52.34562301635742
2014-04-28,51.443119049072266
2014-04-29,51.83650588989258
2014-04-30,53.6646728515625
2014-05-01,53.78037643432617
2014-05-02,52.924163818359375
2014-05-05,53.41012191772461
2014-05-06,52.43818283081055
2014-05-07,53.896080017089844
2014-05-08,52.87787628173828
2014-05-09,51.281124114990234
2014-05-12,50.4017448425293
2014-05-13,49.661224365234375
2014-05-14,50.193477630615234
2014-05-15,47.948768615722656
2014-05-16,46.583431243896484
2014-05-19,46.097469329833984
2014-05-20,48.34217834472656
2014-05-21,49.3835334777832
2014-05-22,49.36040115356445
2014-05-23,50.610015869140625
2014-05-27,51.79022216796875
2014-05-28,52.299339294433594
2014-05-29,51.81338119506836
2014-05-30,52.646446228027344
2014-06-02,53.6646728515625
2014-06-03,53.22499084472656
2014-06-04,53.919227600097656
2014-06-05,55.90938186645508
2014-06-06,56.53419494628906
2014-06-09,56.580467224121094
2014-06-10,56.46476364135742
2014-06-11,55.58539581298828
2014-06-12,55.238277435302734
2014-06-13,54.15064239501953
2014-06-16,54.034934997558594
2014-06-17,54.26634979248047
2014-06-18,55.67795944213867
2014-06-19,55.93251419067383
2014-06-20,55.747379302978516
2014-06-23,54.77545928955078
2014-06-24,53.039852142333984
2014-06-25,52.322479248046875
2014-06-26,52.924163818359375
2014-06-27,52.206764221191406
2014-06-30,52.067928314208984
2014-07-01,53.31755447387695
2014-07-02,53.896080017089844
2014-07-03,54.26634979248047
2014-07-07,53.68781280517578
2014-07-08,51.257972717285156
2014-07-09,50.517452239990234
2014-07-10,50.21661376953125
2014-07-11,50.193477630615234
2014-07-14,50.88771438598633
2014-07-15,50.65629959106445
2014-07-16,51.257972717285156
2014-07-17,49.89263916015625
2014-07-18,50.4017448425293
2014-07-21,49.5455207824707
2014-07-22,49.522377014160156
2014-07-23,49.63807678222656
2014-07-24,50.98027420043945
2014-07-25,51.69764709472656
2014-07-28,52.067928314208984
2014-07-29,51.072853088378906
2014-07-30,50.56373596191406
2014-07-31,48.851287841796875
2014-08-01,48.59672546386719
2014-08-04,49.267822265625
2014-08-05,46.99998092651367
2014-08-06,45.84291076660156
2014-08-07,45.19495391845703
2014-08-08,44.80155563354492
2014-08-11,45.38009262084961
2014-08-12,46.490867614746094
2014-08-13,47.925628662109375
2014-08-14,47.90248489379883
2014-08-15,47.763641357421875
2014-08-18,46.9305534362793
2014-08-19,46.8842658996582
2014-08-20,47.90248489379883
2014-08-21,48.38845443725586
2014-08-22,48.365318298339844
2014-08-25,49.198402404785156
2014-08-26,49.522377014160156
2014-08-27,49.59180450439453
2014-08-28,49.314109802246094
2014-08-29,49.42981719970703
2014-09-02,48.24960708618164
2014-09-03,48.43474197387695
2014-09-04,48.82814407348633
2014-09-05,49.40667724609375
2014-09-08,48.643009185791016
2014-09-09,47.50907897949219
2014-09-10,48.22645950317383
2014-09-11,48.180179595947266
2014-09-12,47.39338302612305
2014-09-15,47.27766799926758
2014-09-16,46.1668815612793
2014-09-17,45.77349090576172
2014-09-18,45.26437759399414
2014-09-19,46.2826042175293
2014-09-22,45.704063415527344
2014-09-23,44.639564514160156
2014-09-24,45.42636489868164
2014-09-25,43.62134552001953
2014-09-26,43.87590789794922
2014-09-29,42.62627029418945
2014-09-30,43.01968002319336
2014-10-01,41.79317855834961
2014-10-02,41.74689865112305
2014-10-03,41.65433883666992
2014-10-06,41.376644134521484
2014-10-07,40.12702178955078
2014-10-08,41.74689865112305
2014-10-09,40.72867965698242
2014-10-10,40.057586669921875
2014-10-13,40.21957778930664
2014-10-14,38.59968566894531
2014-10-15,34.82765197753906
2014-10-16,36.054141998291016
2014-10-17,38.483978271484375
2014-10-20,38.71539306640625
2014-10-21,40.72867965698242
2014-10-22,39.20136260986328
2014-10-23,39.988155364990234
2014-10-24,40.12702178955078
2014-10-27,38.969947814941406
2014-10-28,39.826168060302734
2014-10-29,37.25749206542969
2014-10-30,36.771522521972656
2014-10-31,36.33183670043945
2014-11-03,37.32691192626953
2014-11-04,37.41947937011719
2014-11-05,37.998008728027344
2014-11-06,37.62774658203125
2014-11-07,36.26240539550781
2014-11-10,35.66073989868164
2014-11-11,35.35990524291992
2014-11-12,34.688819885253906
2014-11-13,34.96650314331055
2014-11-14,35.73016357421875
2014-11-17,35.15163040161133
2014-11-18,37.23434829711914
2014-11-19,38.27570724487305
2014-11-20,38.90052032470703
2014-11-21,39.43277359008789
2014-11-24,39.1319465637207
2014-11-25,38.04429244995117
2014-11-26,39.20136260986328
2014-11-28,37.998008728027344
2014-12-01,38.021148681640625
2014-12-02,39.10879898071289
2014-12-03,39.47905349731445
2014-12-04,39.54847717285156
2014-12-05,40.40470886230469
2014-12-08,40.196441650390625
2014-12-09,35.406185150146484
2014-12-10,34.619380950927734
2014-12-11,31.44902801513672
2014-12-12,31.888708114624023
2014-12-15,31.981279373168945
2014-12-16,34.20283508300781
2014-12-17,35.79958724975586
2014-12-18,34.11027526855469
2014-12-19,33.74001693725586
2014-12-22,33.832576751708984
2014-12-23,32.837501525878906
2014-12-24,33.18461990356445
2014-12-26,34.20283508300781
2014-12-29,32.19502639770508
2014-12-30,31.35453987121582
2014-12-31,31.284509658813477
2015-01-02,32.07829284667969
2015-01-05,29.813676834106445
2015-01-06,28.78641700744629
2015-01-07,29.276695251464844
2015-01-08,28.833110809326172
2015-01-09,29.393428802490234
2015-01-12,30.25725555419922
2015-01-13,30.910961151123047
2015-01-14,30.35064697265625
2015-01-15,29.883710861206055
2015-01-16,29.69693374633789
2015-01-20,28.763072967529297
2015-01-21,29.416776657104492
2015-01-22,29.019880294799805
2015-01-23,30.490724563598633
2015-01-26,29.416776657104492
2015-01-27,28.156055450439453
2015-01-28,24.887527465820312
2015-01-29,26.078203201293945
2015-01-30,24.513980865478516
2015-02-02,27.385618209838867
2015-02-03,31.004348754882812
2015-02-04,27.78251075744629
2015-02-05,28.996530532836914
2015-02-06,27.66577911376953
2015-02-09,26.638525009155273
2015-02-10,28.6696834564209
2015-02-11,27.87590217590332
2015-02-12,30.32729721069336
2015-02-13,31.868179321289062
2015-02-17,31.12108039855957
2015-02-18,29.977100372314453
2015-02-19,29.93040657043457
2015-02-20,32.9421272277832
2015-02-23,31.914865493774414
2015-02-24,32.66196060180664
2015-02-25,31.914865493774414
2015-02-26,31.35453987121582
2015-02-27,30.233909606933594
2015-03-02,29.74363136291504
2015-03-03,29.300045013427734
2015-03-04,28.996530532836914
2015-03-05,28.90314483642578
2015-03-06,27.595739364624023
2015-03-09,26.755260467529297
2015-03-10,26.498443603515625
2015-03-11,26.054859161376953
2015-03-12,25.868091583251953
2015-03-13,24.934219360351562
2015-03-16,24.864181518554688
2015-03-17,25.28441619873047
2015-03-18,24.630712509155273
2015-03-19,23.72019386291504
2015-03-20,25.097646713256836
2015-03-23,25.984819412231445
2015-03-24,26.94202995300293
2015-03-25,26.10154914855957
2015-03-26,25.728008270263672
2015-03-27,25.44784927368164
2015-03-30,25.61127281188965
2015-03-31,25.728008270263672
2015-04-01,25.471193313598633
2015-04-02,25.984819412231445
2015-04-06,26.521793365478516
2015-04-07,25.70465660095215
2015-04-08,25.844741821289062
2015-04-09,25.61127281188965
2015-04-10,25.844741821289062
2015-04-13,25.401147842407227
2015-04-14,24.864181518554688
2015-04-15,24.280515670776367
2015-04-16,24.233821868896484
2015-04-17,24.44394302368164
2015-04-20,23.836929321289062
2015-04-21,23.276607513427734
2015-04-22,24.303855895996094
2015-04-23,24.60736656188965
2015-04-24,25.587928771972656
2015-04-27,27.035417556762695
2015-04-28,27.082115173339844
2015-04-29,27.035417556762695
2015-04-30,28.856454849243164
2015-05-01,29.113271713256836
2015-05-04,27.805856704711914
2015-05-05,26.80194854736328
2015-05-06,28.973194122314453
2015-05-07,29.74363136291504
2015-05-08,29.533512115478516
2015-05-11,28.342830657958984
2015-05-12,28.71637725830078
2015-05-13,28.622983932495117
2015-05-14,29.650245666503906
2015-05-15,28.996530532836914
2015-05-18,29.113271713256836
2015-05-19,29.276695251464844
2015-05-20,29.323394775390625
2015-05-21,29.393428802490234
2015-05-22,28.833110809326172
2015-05-26,27.012069702148438
2015-05-27,29.253347396850586
2015-05-28,28.90314483642578
2015-05-29,28.43621826171875
2015-06-01,28.482912063598633
2015-06-02,29.183305740356445
2015-06-03,29.790321350097656
2015-06-04,28.039323806762695
2015-06-05,27.432313919067383
2015-06-08,26.568485260009766
2015-06-09,26.895341873168945
2015-06-10,28.06267547607422
2015-06-11,28.36617660522461
2015-06-12,27.525697708129883
2015-06-15,25.7513484954834
2015-06-16,24.630712509155273
2015-06-17,24.677404403686523
2015-06-18,24.700754165649414
2015-06-19,25.91477394104004
2015-06-22,28.06267547607422
2015-06-23,28.342830657958984
2015-06-24,27.595739364624023
2015-06-25,27.87590217590332
2015-06-26,27.50235366821289
2015-06-29,22.155967712402344
2015-06-30,23.486730575561523
2015-07-01,24.864181518554688
2015-07-02,25.33111000061035
2015-07-06,23.440034866333008
2015-07-07,23.79023551940918
2015-07-08,22.599557876586914
2015-07-09,24.07039451599121
2015-07-10,26.2883243560791
2015-07-13,25.14434242248535
2015-07-14,22.926406860351562
2015-07-15,25.23773193359375
2015-07-16,25.214378356933594
2015-07-17,24.140432357788086
2015-07-20,23.1832218170166
2015-07-21,23.440034866333008
2015-07-22,23.510072708129883
2015-07-23,23.463382720947266
2015-07-24,22.76297950744629
2015-07-27,21.78242301940918
2015-07-28,22.5528621673584
2015-07-29,22.482820510864258
2015-07-30,22.22600555419922
2015-07-31,22.809675216674805
2015-08-03,22.202661514282227
2015-08-04,22.482820510864258
2015-08-05,21.759077072143555
2015-08-06,22.296049118041992
2015-08-07,22.319395065307617
2015-08-10,23.696847915649414
2015-08-11,24.07039451599121
2015-08-12,23.860275268554688
2015-08-13,23.463382720947266
2015-08-14,23.346649169921875
2015-08-17,23.696847915649414
2015-08-18,23.463382720947266
2015-08-19,23.1832218170166
2015-08-20,22.5528621673584
2015-08-21,21.945850372314453
2015-08-24,20.451662063598633
