Date,EWZ
2001-04-06,5.903774738311768
2001-04-09,6.036129474639893
2001-04-10,6.268748760223389
2001-04-11,6.112331390380859
2001-04-12,6.112331390380859
2001-04-16,6.112331390380859
2001-04-17,5.835592269897461
2001-04-18,6.216611385345459
2001-04-19,5.915808200836182
2001-04-20,5.478638172149658
2001-04-23,5.615002632141113
2001-04-24,5.655109405517578
2001-04-25,5.655109405517578
2001-04-26,5.895752429962158
2001-04-27,6.096290588378906
2001-04-30,6.1163434982299805
2001-05-01,6.120354652404785
2001-05-02,6.032119274139404
2001-05-03,6.064204216003418
2001-05-04,6.216611385345459
2001-05-07,6.136395454406738
2001-05-08,6.016073703765869
2001-05-09,6.032119274139404
2001-05-10,6.096290588378906
2001-05-11,6.096290588378906
2001-05-14,5.863667011260986
2001-05-15,5.743346691131592
2001-05-16,5.7954864501953125
2001-05-17,5.975969314575195
2001-05-18,6.076237201690674
2001-05-21,5.975969314575195
2001-05-22,6.020086288452148
2001-05-23,5.975969314575195
2001-05-24,5.827570915222168
2001-05-25,5.891745567321777
2001-05-29,5.85564661026001
2001-05-30,5.80350923538208
2001-05-31,5.907785415649414
2001-06-01,5.81553840637207
2001-06-04,6.048161029815674
2001-06-05,5.996020793914795
2001-06-06,5.979978561401367
2001-06-07,5.9719557762146
2001-06-08,6.016073703765869
2001-06-11,5.871690273284912
2001-06-12,5.775432586669922
2001-06-13,5.775432586669922
2001-06-14,5.8476243019104
2001-06-15,5.85564661026001
2001-06-18,5.6109938621521
2001-06-19,5.40243673324585
2001-06-20,5.498692989349365
2001-06-21,5.791474342346191
2001-06-22,5.9117960929870605
2001-06-25,5.85564661026001
2001-06-26,5.81553840637207
2001-06-27,5.739336013793945
2001-06-28,5.827570915222168
2001-06-29,5.767410755157471
2001-07-02,5.77944278717041
2001-07-03,5.77944278717041
2001-07-05,5.213932514190674
2001-07-06,5.2740936279296875
2001-07-09,5.246018409729004
2001-07-10,5.057514667510986
2001-07-11,4.933182239532471
2001-07-12,5.109652996063232
2001-07-13,4.997353553771973
2001-07-16,4.917138576507568
2001-07-17,5.073556423187256
2001-07-18,5.093610763549805
2001-07-19,5.009384632110596
2001-07-20,5.077568531036377
2001-07-23,5.29414701461792
2001-07-24,5.173823833465576
2001-07-25,5.093610763549805
2001-07-26,5.23398494720459
2001-07-27,5.101632595062256
2001-07-30,5.314200401306152
2001-07-31,5.093610763549805
2001-08-01,5.173823833465576
2001-08-02,5.1337199211120605
2001-08-03,5.141739368438721
2001-08-06,5.318211078643799
2001-08-07,5.306176662445068
2001-08-08,5.282113075256348
2001-08-09,5.262061595916748
2001-08-10,5.141739368438721
2001-08-13,5.149760723114014
2001-08-14,5.041472434997559
2001-08-15,5.041472434997559
2001-08-16,5.037459373474121
2001-08-17,4.9492268562316895
2001-08-20,4.94120454788208
2001-08-21,4.772753715515137
2001-08-22,4.905106067657471
2001-08-23,4.933182239532471
2001-08-24,4.9196457862854
2001-08-27,4.796968936920166
2001-08-28,4.741980075836182
2001-08-29,4.784282207489014
2001-08-30,4.695449352264404
2001-08-31,4.686987400054932
2001-09-04,4.6827569007873535
2001-09-05,4.615075588226318
2001-09-06,4.610845565795898
2001-09-07,4.564313888549805
2001-09-10,4.509323596954346
2001-09-17,3.8917229175567627
2001-09-18,4.048239231109619
2001-09-19,3.94671368598938
2001-09-20,3.8367321491241455
2001-09-21,3.730977773666382
2001-09-24,3.849421501159668
2001-09-25,3.756359338760376
2001-09-26,3.553311824798584
2001-09-27,3.7521286010742188
2001-09-28,3.8917229175567627
2001-10-01,3.815579891204834
2001-10-02,3.8071208000183105
2001-10-03,3.79443097114563
2001-10-04,3.7225191593170166
2001-10-05,3.7225191593170166
2001-10-08,3.735208034515381
2001-10-09,3.7478981018066406
2001-10-10,3.756359338760376
2001-10-11,3.895953893661499
2001-10-12,3.895953893661499
2001-10-15,3.963634729385376
2001-10-16,4.039777755737305
2001-10-17,4.082077503204346
2001-10-18,4.014395713806152
2001-10-19,4.014395713806152
2001-10-22,4.039777755737305
2001-10-23,4.158221244812012
2001-10-24,4.056698799133301
2001-10-25,4.17091178894043
2001-10-26,4.17091178894043
2001-10-29,4.022856712341309
2001-10-30,3.9551753997802734
2001-10-31,4.018624782562256
2001-11-01,4.090539455413818
2001-11-02,4.086309432983398
2001-11-05,4.479711055755615
2001-11-06,4.4881720542907715
2001-11-07,4.6531476974487305
2001-11-08,4.6531476974487305
2001-11-09,4.716598987579346
2001-11-12,4.598154544830322
2001-11-13,4.796968936920166
2001-11-14,4.695449352264404
2001-11-15,4.695449352264404
2001-11-16,4.716598987579346
2001-11-19,4.775820732116699
2001-11-20,4.572774887084961
2001-11-21,4.631997108459473
2001-11-23,4.860424518585205
2001-11-26,5.071929454803467
2001-11-27,5.067699432373047
2001-11-28,4.860424518585205
2001-11-29,4.699679374694824
2001-11-30,4.775820732116699
2001-12-03,4.923875331878662
2001-12-04,5.0084757804870605
2001-12-05,5.093080997467041
2001-12-06,5.173453330993652
2001-12-07,5.177684307098389
2001-12-10,5.241136074066162
2001-12-11,5.241136074066162
2001-12-12,5.24536657333374
2001-12-13,5.033859729766846
2001-12-14,5.012707233428955
2001-12-17,5.071929454803467
2001-12-18,5.139610767364502
2001-12-19,5.274978160858154
2001-12-20,5.0761590003967285
2001-12-21,5.177684307098389
2001-12-24,5.177684307098389
2001-12-26,5.219985008239746
2001-12-27,5.329968452453613
2001-12-28,5.401879787445068
2001-12-31,5.372269153594971
2002-01-02,5.482252597808838
2002-01-03,5.6218461990356445
2002-01-04,5.579547882080078
2002-01-07,5.520323753356934
2002-01-08,5.494942665100098
2002-01-09,5.4145731925964355
2002-01-10,5.038088798522949
2002-01-11,5.211523532867432
2002-01-14,4.94925594329834
2002-01-15,4.970407485961914
2002-01-16,5.0211687088012695
2002-01-17,5.135382175445557
2002-01-18,5.198833465576172
2002-01-22,5.080389976501465
2002-01-23,5.063469886779785
2002-01-24,5.050780773162842
2002-01-25,5.067699432373047
2002-01-28,4.991559028625488
2002-01-29,4.860424518585205
2002-01-30,4.860424518585205
2002-01-31,4.885804176330566
2002-02-01,4.894265174865723
2002-02-04,4.830812454223633
2002-02-05,4.873113632202148
2002-02-06,4.906955718994141
2002-02-07,4.864653587341309
2002-02-08,4.826581001281738
2002-02-11,4.864653587341309
2002-02-12,4.873113632202148
2002-02-13,5.0761590003967285
2002-02-14,5.135382175445557
2002-02-15,5.139610767364502
2002-02-19,5.071929454803467
2002-02-20,5.1565327644348145
2002-02-21,5.219985008239746
2002-02-22,5.329968452453613
2002-02-25,5.54147481918335
2002-02-26,5.4611029624938965
2002-02-27,5.710680961608887
2002-02-28,5.774132251739502
2002-03-01,5.896805763244629
2002-03-04,5.922186374664307
2002-03-05,5.710680961608887
2002-03-06,5.478023529052734
2002-03-07,5.490713119506836
2002-03-08,5.54147481918335
2002-03-11,5.490713119506836
2002-03-12,5.736062049865723
2002-03-13,5.710680961608887
2002-03-14,5.752982139587402
2002-03-15,5.786821365356445
2002-03-18,5.829126358032227
2002-03-19,5.752982139587402
2002-03-20,5.630308628082275
2002-03-21,5.588006496429443
2002-03-22,5.423031806945801
2002-03-25,5.334199905395508
2002-03-26,5.499173641204834
2002-03-27,5.702220439910889
2002-03-28,5.5964674949646
2002-04-01,5.837584972381592
2002-04-02,5.681069374084473
2002-04-03,5.537247180938721
2002-04-04,5.668379306793213
2002-04-05,5.668379306793213
2002-04-08,5.634537220001221
2002-04-09,5.702220439910889
2002-04-10,5.791054725646973
2002-04-11,5.706447601318359
2002-04-12,5.816434383392334
2002-04-15,5.757211208343506
2002-04-16,5.795282363891602
2002-04-17,5.799513339996338
2002-04-18,5.769901275634766
2002-04-19,5.710680961608887
2002-04-22,5.609157562255859
2002-04-23,5.6429972648620605
2002-04-24,5.668379306793213
2002-04-25,5.600698471069336
2002-04-26,5.499173641204834
2002-04-29,5.478023529052734
2002-04-30,5.520323753356934
2002-05-01,5.52455472946167
2002-05-02,5.308818817138672
2002-05-03,5.228445053100586
2002-05-06,5.1184611320495605
2002-05-07,5.110001564025879
2002-05-08,5.283435821533203
2002-05-09,5.012707233428955
2002-05-10,4.953487396240234
2002-05-13,4.843502044677734
2002-05-14,4.923875331878662
2002-05-15,4.970407485961914
2002-05-16,5.152302265167236
2002-05-17,5.126921653747559
2002-05-20,5.126921653747559
2002-05-21,5.1184611320495605
2002-05-22,5.0211687088012695
2002-05-23,5.063469886779785
2002-05-24,5.105771541595459
2002-05-28,5.1184611320495605
2002-05-29,5.177684307098389
2002-05-30,5.160762786865234
2002-05-31,5.1184611320495605
2002-06-03,5.012707233428955
2002-06-04,4.923875331878662
2002-06-05,4.885804176330566
2002-06-06,4.6531476974487305
2002-06-07,4.695449352264404
2002-06-10,4.788510799407959
2002-06-11,4.526241779327393
2002-06-12,4.4627909660339355
2002-06-13,4.445870399475098
2002-06-14,4.3358869552612305
2002-06-17,4.5008625984191895
2002-06-18,4.3993401527404785
2002-06-19,4.2555155754089355
2002-06-20,3.9763262271881104
2002-06-21,3.701367139816284
2002-06-24,3.815579891204834
2002-06-25,3.819810628890991
2002-06-26,3.7648181915283203
2002-06-27,3.9678659439086914
2002-06-28,4.103231430053711
2002-07-01,3.8748018741607666
2002-07-02,3.8917229175567627
2002-07-03,3.9086430072784424
2002-07-05,3.8367321491241455
2002-07-08,3.82827091217041
2002-07-09,3.8367321491241455
2002-07-10,3.819810628890991
2002-07-11,3.8917229175567627
2002-07-12,4.014395713806152
2002-07-15,3.811349868774414
2002-07-16,3.730977773666382
2002-07-17,3.819810628890991
2002-07-18,3.9128756523132324
2002-07-19,3.819810628890991
2002-07-22,3.6336851119995117
2002-07-23,3.468710422515869
2002-07-24,3.5321614742279053
2002-07-25,3.3333449363708496
2002-07-26,3.1937506198883057
2002-07-29,2.9399430751800537
2002-07-30,2.8511102199554443
2002-07-31,2.9526333808898926
2002-08-01,3.126068353652954
2002-08-02,3.299504041671753
2002-08-05,3.1218395233154297
2002-08-06,3.2529730796813965
2002-08-07,3.3291149139404297
2002-08-08,3.6379153728485107
2002-08-09,3.4475579261779785
2002-08-12,3.2191321849823
2002-08-13,3.113377571105957
2002-08-14,3.109147548675537
2002-08-15,3.024545192718506
2002-08-16,3.21490216255188
2002-08-19,3.1641407012939453
2002-08-20,3.1176083087921143
2002-08-21,3.1514501571655273
2002-08-22,3.202209949493408
2002-08-23,3.2656638622283936
2002-08-26,3.2910444736480713
2002-08-27,3.3502657413482666
2002-08-28,3.320655345916748
2002-08-29,3.4179482460021973
2002-08-30,3.405258893966675
2002-09-03,3.2445130348205566
2002-09-04,3.286813497543335
2002-09-05,3.1176083087921143
2002-09-06,3.185290813446045
2002-09-09,3.316425323486328
2002-09-10,3.299504041671753
2002-09-11,3.4560186862945557
2002-09-12,3.426408052444458
2002-09-13,3.405258893966675
2002-09-16,3.274123430252075
2002-09-17,3.1514501571655273
2002-09-18,3.033005952835083
2002-09-19,2.897641181945801
2002-09-20,2.999166488647461
2002-09-23,2.787658452987671
2002-09-24,2.6692142486572266
2002-09-25,2.6649842262268066
2002-09-26,2.6311440467834473
2002-09-27,2.4492475986480713
2002-09-30,2.4492475986480713
2002-10-01,2.7030556201934814
2002-10-02,2.673445224761963
2002-10-03,2.7199761867523193
2002-10-04,2.749586820602417
2002-10-07,2.584611415863037
2002-10-08,2.639603614807129
2002-10-09,2.461937665939331
2002-10-10,2.4111759662628174
2002-10-11,2.5550007820129395
2002-10-14,2.3900253772735596
2002-10-15,2.3942553997039795
2002-10-16,2.2631208896636963
2002-10-17,2.5084691047668457
2002-10-18,2.5338497161865234
2002-10-21,2.5380795001983643
2002-10-22,2.601531982421875
2002-10-23,2.7115159034729004
2002-10-24,2.8341896533966064
2002-10-25,2.999166488647461
2002-10-28,2.8214986324310303
2002-10-29,2.8130388259887695
2002-10-30,3.0160863399505615
2002-10-31,3.142988920211792
2002-11-01,3.130297899246216
2002-11-04,3.0964584350585938
2002-11-05,3.071077585220337
2002-11-06,2.9061012268066406
2002-11-07,3.041466236114502
2002-11-08,3.109147548675537
2002-11-11,3.0879971981048584
2002-11-12,2.969553232192993
2002-11-13,2.9780147075653076
2002-11-14,2.990704298019409
2002-11-15,2.9653236865997314
2002-11-18,3.1641407012939453
2002-11-19,3.1472198963165283
2002-11-20,3.1895201206207275
2002-11-21,3.236051559448242
2002-11-22,3.2445130348205566
2002-11-25,3.2191321849823
2002-11-26,3.071077585220337
2002-11-27,3.185290813446045
2002-11-29,3.0922276973724365
2002-12-02,3.1556811332702637
2002-12-03,3.176830768585205
2002-12-04,3.1176083087921143
2002-12-05,3.0456960201263428
2002-12-06,3.126068353652954
2002-12-09,2.982243776321411
2002-12-10,3.100686550140381
2002-12-11,3.130297899246216
2002-12-12,3.130297899246216
2002-12-13,3.2106707096099854
2002-12-16,3.295273780822754
2002-12-17,3.3121955394744873
2002-12-18,3.405258893966675
2002-12-19,3.5067813396453857
2002-12-20,3.5956130027770996
2002-12-23,3.4713308811187744
2002-12-24,3.5699000358581543
2002-12-26,3.49275803565979
2002-12-27,3.4884746074676514
2002-12-30,3.4627604484558105
2002-12-31,3.4199042320251465
2003-01-02,3.449904680252075
2003-01-03,3.5699000358581543
2003-01-06,3.762751817703247
2003-01-07,3.707038402557373
2003-01-08,3.5870420932769775
2003-01-09,3.7370383739471436
2003-01-10,3.8527491092681885
2003-01-13,3.8570353984832764
2003-01-14,3.8527491092681885
2003-01-15,3.728466510772705
2003-01-16,3.767038106918335
2003-01-17,3.6084704399108887
2003-01-21,3.441331624984741
2003-01-22,3.342763900756836
2003-01-23,3.3041932582855225
2003-01-24,3.1499109268188477
2003-01-27,3.0984854698181152
2003-01-28,3.1370553970336914
2003-01-29,3.287051200866699
2003-01-30,3.2741947174072266
2003-01-31,3.3727622032165527
2003-02-03,3.355620861053467
2003-02-04,3.252765417098999
2003-02-05,3.295621871948242
2003-02-06,3.2184813022613525
2003-02-07,3.2399094104766846
2003-02-10,3.214195489883423
2003-02-11,3.2484800815582275
2003-02-12,3.235623836517334
2003-02-13,3.1456267833709717
2003-02-14,3.0727713108062744
2003-02-18,3.214195489883423
2003-02-19,3.1541969776153564
2003-02-20,3.1584830284118652
2003-02-21,3.1584830284118652
2003-02-24,3.2099101543426514
2003-02-25,3.1370553970336914
2003-02-26,3.09419846534729
2003-02-27,3.1584830284118652
2003-02-28,3.1927688121795654
2003-03-03,3.205625534057617
2003-03-04,3.1756248474121094
2003-03-05,3.2013399600982666
2003-03-06,3.2741947174072266
2003-03-07,3.329906702041626
2003-03-10,3.2013399600982666
2003-03-11,3.2784788608551025
2003-03-12,3.355620861053467
2003-03-13,3.449904680252075
2003-03-14,3.4370462894439697
2003-03-17,3.4370462894439697
2003-03-18,3.4970450401306152
2003-03-19,3.4627604484558105
2003-03-20,3.4799020290374756
2003-03-21,3.595613956451416
2003-03-24,3.501330614089966
2003-03-25,3.561328649520874
2003-03-26,3.574185848236084
2003-03-27,3.5699000358581543
2003-03-28,3.6041855812072754
2003-03-31,3.5784718990325928
2003-04-01,3.707038402557373
2003-04-02,3.8098931312561035
2003-04-03,3.8613197803497314
2003-04-04,3.8956055641174316
2003-04-07,3.9427480697631836
2003-04-08,3.835606336593628
2003-04-09,3.814178466796875
2003-04-10,3.758466958999634
2003-04-11,3.8013222217559814
2003-04-14,3.8527491092681885
2003-04-15,3.9641761779785156
2003-04-16,3.977031946182251
2003-04-17,4.084171295166016
2003-04-21,4.131312370300293
2003-04-22,4.118456840515137
2003-04-23,4.187025547027588
2003-04-24,4.0927414894104
2003-04-25,4.08845853805542
2003-04-28,4.212738990783691
2003-04-29,4.345592021942139
2003-04-30,4.328450679779053
2003-05-01,4.328450679779053
2003-05-02,4.3370208740234375
2003-05-05,4.307024002075195
2003-05-06,4.302737712860107
2003-05-07,4.414161682128906
2003-05-08,4.431304454803467
2003-05-09,4.572728633880615
2003-05-12,4.628442764282227
2003-05-13,4.6541547775268555
2003-05-14,4.594156742095947
2003-05-15,4.43987512588501
2003-05-16,4.48701810836792
2003-05-19,4.268451690673828
2003-05-20,4.281310081481934
2003-05-21,4.371304512023926
2003-05-22,4.43987512588501
2003-05-23,4.508445739746094
2003-05-27,4.431304454803467
2003-05-28,4.444161415100098
2003-05-29,4.5341596603393555
2003-05-30,4.5513014793396
2003-06-02,4.435591220855713
2003-06-03,4.499873161315918
2003-06-04,4.658440113067627
2003-06-05,4.718438625335693
2003-06-06,4.739868640899658
2003-06-09,4.757011890411377
2003-06-10,4.739868640899658
2003-06-11,4.761295318603516
2003-06-12,4.795579433441162
2003-06-13,4.7527241706848145
2003-06-16,4.769866943359375
2003-06-17,4.739868640899658
2003-06-18,4.619871139526367
2003-06-19,4.602728366851807
2003-06-20,4.572728633880615
2003-06-23,4.538443565368652
2003-06-24,4.51701545715332
2003-06-25,4.538443565368652
2003-06-26,4.572728633880615
2003-06-27,4.5470147132873535
2003-06-30,4.5470147132873535
2003-07-01,4.624156475067139
2003-07-02,4.714153289794922
2003-07-03,4.645585060119629
2003-07-07,4.709869861602783
2003-07-08,4.748437881469727
2003-07-09,4.769866943359375
2003-07-10,4.6970109939575195
2003-07-11,4.6498703956604
2003-07-14,4.761295318603516
2003-07-15,4.80415153503418
2003-07-16,4.774153232574463
2003-07-17,4.714153289794922
2003-07-18,4.765580177307129
2003-07-21,4.748437881469727
2003-07-22,4.851292133331299
2003-07-23,4.769866943359375
2003-07-24,4.7870073318481445
2003-07-25,4.84700870513916
2003-07-28,4.825579643249512
2003-07-29,4.765580177307129
2003-07-30,4.658440113067627
2003-07-31,4.679868221282959
2003-08-01,4.491302013397217
2003-08-04,4.367021083831787
2003-08-05,4.427019119262695
2003-08-06,4.388448238372803
2003-08-07,4.58558464050293
2003-08-08,4.688440799713135
2003-08-11,4.645585060119629
2003-08-12,4.675583362579346
2003-08-13,4.658440113067627
2003-08-14,4.778437614440918
2003-08-15,4.799865245819092
2003-08-18,4.8555779457092285
2003-08-19,4.924148082733154
2003-08-20,4.949861526489258
2003-08-21,5.0141448974609375
2003-08-22,5.018432140350342
2003-08-25,4.96700382232666
2003-08-26,5.0484299659729
2003-08-27,5.168426990509033
2003-08-28,5.206995964050293
2003-08-29,5.254138946533203
2003-09-02,5.378422260284424
2003-09-03,5.36984920501709
2003-09-04,5.524132251739502
2003-09-05,5.622701168060303
2003-09-08,5.566985607147217
2003-09-09,5.464132308959961
2003-09-10,5.425563335418701
2003-09-11,5.571272373199463
2003-09-12,5.665555477142334
2003-09-15,5.59269905090332
2003-09-16,5.498416900634766
2003-09-17,5.545558452606201
2003-09-18,5.669841766357422
2003-09-19,5.644127368927002
2003-09-22,5.558416366577148
2003-09-23,5.4127068519592285
2003-09-24,5.326992988586426
2003-09-25,5.198425769805908
2003-09-26,5.271280765533447
2003-09-29,5.331281661987305
2003-09-30,5.438419342041016
2003-10-01,5.59269905090332
2003-10-02,5.764125347137451
2003-10-03,5.862691879272461
2003-10-06,5.952691555023193
2003-10-07,5.999831199645996
2003-10-08,6.04268741607666
2003-10-09,6.064114570617676
2003-10-10,6.089828968048096
2003-10-13,6.162684440612793
2003-10-14,6.171254634857178
2003-10-15,6.059831619262695
2003-10-16,6.021260738372803
2003-10-17,5.978404998779297
2003-10-20,6.038403511047363
2003-10-21,6.119829177856445
2003-10-22,6.038403511047363
2003-10-23,5.8326921463012695
2003-10-24,5.909835338592529
2003-10-27,5.901262283325195
2003-10-28,6.068402290344238
2003-10-29,6.012688636779785
2003-10-30,6.051259517669678
2003-10-31,5.986976623535156
2003-11-03,6.128399848937988
2003-11-04,6.145542621612549
2003-11-05,6.016973495483398
2003-11-06,6.021260738372803
2003-11-07,6.1112589836120605
2003-11-10,5.999831199645996
2003-11-11,5.892693519592285
2003-11-12,6.051259517669678
2003-11-13,6.0298309326171875
2003-11-14,6.046974182128906
2003-11-17,5.965547561645508
2003-11-18,5.965547561645508
2003-11-19,5.956975936889648
2003-11-20,6.004117012023926
2003-11-21,6.085543155670166
2003-11-24,6.252682209014893
2003-11-25,6.274110794067383
2003-11-26,6.248396873474121
2003-11-28,6.329822540283203
2003-12-01,6.582674026489258
2003-12-02,6.526961326599121
2003-12-03,6.514104843139648
2003-12-04,6.514104843139648
2003-12-05,6.5955305099487305
2003-12-08,6.5869622230529785
2003-12-09,6.754096031188965
2003-12-10,6.6255269050598145
2003-12-11,6.749810218811035
2003-12-12,6.681241989135742
2003-12-15,6.676955699920654
2003-12-16,6.719030380249023
2003-12-17,6.839244365692139
2003-12-18,7.023855209350586
2003-12-19,7.062495231628418
2003-12-22,7.235196590423584
2003-12-23,7.235196590423584
2003-12-24,7.313699722290039
2003-12-26,7.2526421546936035
2003-12-29,7.453254699707031
2003-12-30,7.3485894203186035
2003-12-31,7.420171737670898
2004-01-02,7.564210414886475
2004-01-05,8.009417533874512
2004-01-06,7.9439496994018555
2004-01-07,7.865381717681885
2004-01-08,7.9570417404174805
2004-01-09,7.98759651184082
2004-01-12,8.175283432006836
2004-01-13,8.044339179992676
2004-01-14,7.830463886260986
2004-01-15,7.638411521911621
2004-01-16,7.668966293334961
2004-01-20,7.865381717681885
2004-01-21,7.725710868835449
2004-01-22,7.586031436920166
2004-01-23,7.690791606903076
2004-01-26,7.917759895324707
2004-01-27,7.817368507385254
2004-01-28,7.551116943359375
2004-01-29,7.162647724151611
2004-01-30,6.966233253479004
2004-02-02,7.018608570098877
2004-02-03,7.180109024047852
2004-02-04,7.070985794067383
2004-02-05,6.852747440338135
2004-02-06,7.092811107635498
2004-02-09,7.136459827423096
2004-02-10,7.245579719543457
2004-02-11,7.529292583465576
2004-02-12,7.564210414886475
2004-02-13,7.372159481048584
2004-02-17,7.350334167480469
2004-02-18,7.228121757507324
2004-02-19,6.87893533706665
2004-02-20,7.02733850479126
2004-02-23,6.961867332458496
2004-02-24,6.988056659698486
2004-02-25,7.180109024047852
2004-02-26,7.149551868438721
2004-02-27,7.289230823516846
2004-03-01,7.581667900085449
2004-03-02,7.57294225692749
2004-03-03,7.538022041320801
2004-03-04,7.420171737670898
2004-03-05,7.503103256225586
2004-03-08,7.507469177246094
2004-03-09,7.420171737670898
2004-03-10,7.040431976318359
2004-03-11,6.804733753204346
